nombreOriginal;Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;esCruce;tipoVia
MINISTERIO DE DEFENSA;2019S031862;03/10/2019;9:38; MINISTERIO DE DEFENSA;-;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;0;
AVDA. OPORTO / CALL. CAMINO VIEJO DE LEGANES;2019S031868;03/10/2019;9:20;AVENIDA OPORTO;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;14;2;Avenida
AVDA. OPORTO / CALL. CAMINO VIEJO DE LEGANES;2019S031868;03/10/2019;9:20;CALLE CAMINO VIEJO DE LEGANES;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;14;2;Calle
CALL. ALCALA;2019S032046;04/10/2019;20:15; CALLE ALCALA;426;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;0;Calle
CALL. CARABIAS;2019S033087;04/10/2019;17:13; CALLE CARABIAS;1;LATINA;Atropello a persona;Se desconoce;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;0;Calle
CALL. CARABIAS;2019S033087;04/10/2019;17:13; CALLE CARABIAS;1;LATINA;Atropello a persona;Se desconoce;Bicicleta;Peatón;DE 50 A 54 AÑOS;Hombre;01;0;Calle
CALL. ALCALA / PLAZA. CIBELES;2019S032108;04/10/2019;9:30;CALLE ALCALA;-;RETIRO;Otro;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle
CALL. ALCALA / PLAZA. CIBELES;2019S032108;04/10/2019;9:30;PLAZA CIBELES;-;RETIRO;Otro;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Plaza
CALL. PUERTO DE BALBARAN;2019S031973;04/10/2019;9:10; CALLE PUERTO DE BALBARAN;121;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02;0;Calle
PASEO. ESPERANZA / PASEO. ESPERANZA;2019S031994;04/10/2019;0:05;PASEO ESPERANZA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;2;Paseo
PASEO. ESPERANZA / PASEO. ESPERANZA;2019S031994;04/10/2019;0:05;PASEO ESPERANZA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;2;Paseo
AVDA. ANDALUCIA;2019S032930;05/10/2019;20:45; AVENIDA ANDALUCIA;1;USERA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;02;0;Avenida
CALL. ALBERTO AGUILERA;2019S032223;05/10/2019;18:36; CALLE ALBERTO AGUILERA;46;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle
GTA. SANTUARIO DE TISCAR;2019S032300;05/10/2019;16:10; GLORIETA SANTUARIO DE TISCAR;0;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;0;Glorieta
CALL. SANTA SUSANA;2019S032272;05/10/2019;11:00; CALLE SANTA SUSANA;55;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;0;Calle
CALL. ARZOBISPO MORCILLO;2019S032184;05/10/2019;7:15; CALLE ARZOBISPO MORCILLO;40;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;0;Calle
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;2;Glorieta
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;2;Glorieta
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Mujer;07;2;Glorieta
GTA. SANTA MARIA DE LA CABEZA / GTA. SANTA MARIA DE LA CABEZA;2019S032125;05/10/2019;1:45;GLORIETA SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Mujer;07;2;Glorieta
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE GOYA;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE SERRANO;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE GOYA;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;07;2;Calle
CALL. GOYA / CALL. SERRANO;2019S032233;06/10/2019;17:00;CALLE SERRANO;-;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;07;2;Calle
CALL. ALCALA;2019S032399;07/10/2019;21:50; CALLE ALCALA;5;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;02;0;Calle
CALL. MARTINEZ IZQUIERDO;2019S032364;07/10/2019;17:25; CALLE MARTINEZ IZQUIERDO;44;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle
CALL. PALMA / CALL. SAN BERNARDO;2019S032318;07/10/2019;17:15;CALLE PALMA;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Calle
CALL. PALMA / CALL. SAN BERNARDO;2019S032318;07/10/2019;17:15;CALLE SAN BERNARDO;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Calle
CALL. AREQUIPA;2019S032353;07/10/2019;10:15; CALLE AREQUIPA;2;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;0;Calle
PASEO. YESERIAS;2019S032355;08/10/2019;12:08; PASEO YESERIAS;51;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;03;0;Paseo
CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR SEÑOR DE LA ELIPA;2019S032575;09/10/2019;20:40;CALLE CAMINO DE LOS VINATEROS;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07;2;Calle
CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR SEÑOR DE LA ELIPA;2019S032575;09/10/2019;20:40;CALLE CORREGIDOR SEÑOR DE LA ELIPA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07;2;Calle
CALL. ESCALONA;2019S033177;09/10/2019;19:35; CALLE ESCALONA;48;LATINA;Alcance;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;07;0;Calle
CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA;2019S032458;09/10/2019;15:05;CALLE MARIA DE MOLINA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle
CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA;2019S032458;09/10/2019;15:05;CALLE PRINCIPE DE VERGARA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle
CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO DE LA MEDIA LEGUA;2019S032663;10/10/2019;20:45;CALLE CAMINO DE LOS VINATEROS;-;MORATALAZ;Colisión frontal;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO DE LA MEDIA LEGUA;2019S032663;10/10/2019;20:45;CALLE ARROYO DE LA MEDIA LEGUA;-;MORATALAZ;Colisión frontal;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
CALL. ALCALA;2019S032645;10/10/2019;18:00; CALLE ALCALA;231;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;0;Calle
CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;2019S032737;11/10/2019;8:10;CALLE LOPEZ DE HOYOS;-;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05;2;Calle
CALL. LOPEZ DE HOYOS / CALL. CARTAGENA;2019S032737;11/10/2019;8:10;CALLE CARTAGENA;-;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05;2;Calle
CALL. VIRGEN DE LA ALEGRIA;2019S032806;12/10/2019;13:41; CALLE VIRGEN DE LA ALEGRIA;4;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;0;Calle
CALL. ALFONSO XII;2019S032872;12/10/2019;1:15; CALLE ALFONSO XII;60;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;0;Calle
CALL. JOSE ORTEGA Y GASSET / PLAZA. MARQUES DE SALAMANCA;2019S032978;14/10/2019;20:40;CALLE JOSE ORTEGA Y GASSET;-;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle
CALL. JOSE ORTEGA Y GASSET / PLAZA. MARQUES DE SALAMANCA;2019S032978;14/10/2019;20:40;PLAZA MARQUES DE SALAMANCA;-;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Plaza
PLAZA. PUERTA CERRADA;2019S032883;14/10/2019;10:30; PLAZA PUERTA CERRADA;12;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;01;0;Plaza
CALL. SAMARIA / AVDA. NAZARET;2019S032970;14/10/2019;10:05;CALLE SAMARIA;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;2;Calle
CALL. SAMARIA / AVDA. NAZARET;2019S032970;14/10/2019;10:05;AVENIDA NAZARET;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;2;Avenida
CALL. EVANGELIOS / CALL. OLVIDO;2019S033133;14/10/2019;7:55;CALLE EVANGELIOS;-;USERA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
CALL. EVANGELIOS / CALL. OLVIDO;2019S033133;14/10/2019;7:55;CALLE OLVIDO;-;USERA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
CALL. ENRIQUE LARRETA;2019S033105;15/10/2019;21:20; CALLE ENRIQUE LARRETA;7;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle
CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;2019S033074;15/10/2019;19:05;CALLE SAGASTA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Calle
CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;2019S033074;15/10/2019;19:05;CALLE FRANCISCO DE ROJAS;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Calle
PASEO. LA HABANA;2019S033093;15/10/2019;17:33; PASEO LA HABANA; 144A;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;0;Paseo
CALL. CYESA;2019S033057;15/10/2019;16:40; CALLE CYESA;3;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;0;Calle
CALL. DUQUE DE SESTO;2019S033115;16/10/2019;23:20; CALLE DUQUE DE SESTO;7;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;0;Calle
GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;2019S033112;16/10/2019;22:10;GLORIETA RUIZ JIMENEZ;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03;2;Glorieta
GTA. RUIZ JIMENEZ / CALL. ALBERTO AGUILERA;2019S033112;16/10/2019;22:10;CALLE ALBERTO AGUILERA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03;2;Calle
CALL. JUAN DE MARIANA;2019S033141;16/10/2019;8:40; CALLE JUAN DE MARIANA;15;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07;0;Calle
CALL. JUAN DE MARIANA;2019S033141;16/10/2019;8:40; CALLE JUAN DE MARIANA;15;ARGANZUELA;Caída;Despejado;Bicicleta;Peatón;DE 55 A 59 AÑOS;Hombre;14;0;Calle
CALL. GRAN VIA;2019S033232;17/10/2019;22:45; CALLE GRAN VIA;46;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;14;0;Calle
CALL. AGUSTIN DE FOXA;2019S033316;17/10/2019;20:00; CALLE AGUSTIN DE FOXA;58;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;05;0;Calle
PASEO. RECOLETOS;2019S033173;17/10/2019;16:00; PASEO RECOLETOS;7;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;0;Paseo
CALL. EVANGELIOS;2019S033299;17/10/2019;15:30; CALLE EVANGELIOS;1;USERA;Caída;;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;;0;Calle
CALL. SAN BERNARDO;2019S033161;17/10/2019;15:15; CALLE SAN BERNARDO;27;CENTRO;Colisión lateral;Nublado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle
AVDA. MORATALAZ / PLAZA. CORREGIDOR ALONSO DE AGUILAR;2019S033221;17/10/2019;7:05;AVENIDA MORATALAZ;-;MORATALAZ;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Avenida
AVDA. MORATALAZ / PLAZA. CORREGIDOR ALONSO DE AGUILAR;2019S033221;17/10/2019;7:05;PLAZA CORREGIDOR ALONSO DE AGUILAR;-;MORATALAZ;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Plaza
CALL. SERRANO;2019S033325;18/10/2019;15:25; CALLE SERRANO;1;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;0;Calle
CALL. PRINCESA;2019S033921;18/10/2019;8:41; CALLE PRINCESA;92;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;0;Calle
CALL. BRAVO MURILLO;2019S033273;18/10/2019;8:15; CALLE BRAVO MURILLO;133;TETUÁN;Caída;Lluvia débil;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;0;Calle
TRVA. SAN MATEO / CALL. HORTALEZA;2019S033483;20/10/2019;14:12;TRAVESIA SAN MATEO;-;CENTRO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;2;Travesia
TRVA. SAN MATEO / CALL. HORTALEZA;2019S033483;20/10/2019;14:12;CALLE HORTALEZA;-;CENTRO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;2;Calle
CALL. ORENSE;2019S033482;20/10/2019;13:45; CALLE ORENSE;18;TETUÁN;Alcance;Lluvia débil;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14;0;Calle
AVDA. CANILLEJAS A VICALVARO / CALL. SANTA TECLA;2019S033481;20/10/2019;13:20;AVENIDA CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;05;2;Avenida
AVDA. CANILLEJAS A VICALVARO / CALL. SANTA TECLA;2019S033481;20/10/2019;13:20;CALLE SANTA TECLA;-;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;05;2;Calle
CALL. ANTONIA CALVO / CALL. ALHAMBRA;2019S033517;20/10/2019;11:00;CALLE ANTONIA CALVO;-;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Calle
CALL. ANTONIA CALVO / CALL. ALHAMBRA;2019S033517;20/10/2019;11:00;CALLE ALHAMBRA;-;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Calle
CALL. O'DONNELL / AVDA. MENENDEZ PELAYO;2019S033563;21/10/2019;15:25; "CALLE ODONNELL";-;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;14;2;Calle
CALL. O'DONNELL / AVDA. MENENDEZ PELAYO;2019S033563;21/10/2019;15:25;AVENIDA MENENDEZ PELAYO;-;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;14;2;Avenida
CALL. O'DONNELL / AVDA. MENENDEZ PELAYO;2019S033563;21/10/2019;15:25; "CALLE ODONNELL";-;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Hombre;07;2;Calle
CALL. O'DONNELL / AVDA. MENENDEZ PELAYO;2019S033563;21/10/2019;15:25;AVENIDA MENENDEZ PELAYO;-;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Hombre;07;2;Avenida
CALL. BRAVO MURILLO;2019S033546;21/10/2019;14:00; CALLE BRAVO MURILLO;155;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;14;0;Calle
CALL. FUENCARRAL;2019S033740;22/10/2019;22:00; CALLE FUENCARRAL;134;CHAMBERÍ;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07;0;Calle
PASEO. PRADO;2019S033667;22/10/2019;20:00; PASEO PRADO;14;CENTRO;Alcance;Lluvia débil;Bicicleta;Conductor;DESCONOCIDA;;;0;Paseo
CALL. BRAVO MURILLO;2019S033669;22/10/2019;20:00; CALLE BRAVO MURILLO;120;TETUÁN;Alcance;Lluvia débil;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;01;0;Calle
PLAZA. CRONOS / CALL. INOCENTA DE MESA;2019S033668;22/10/2019;19:55;PLAZA CRONOS;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07;2;Plaza
PLAZA. CRONOS / CALL. INOCENTA DE MESA;2019S033668;22/10/2019;19:55;CALLE INOCENTA DE MESA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07;2;Calle
CALL. JUANITA CRUZ / CALL. GLORIA FUERTES;2019S033678;22/10/2019;9:00;CALLE JUANITA CRUZ;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06;2;Calle
CALL. JUANITA CRUZ / CALL. GLORIA FUERTES;2019S033678;22/10/2019;9:00;CALLE GLORIA FUERTES;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06;2;Calle
AVDA. POBLADOS / CALL. CERILLERAS;2019S034766;23/10/2019;19:50;AVENIDA POBLADOS;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 0 A 5 AÑOS;Hombre;07;2;Avenida
AVDA. POBLADOS / CALL. CERILLERAS;2019S034766;23/10/2019;19:50;CALLE CERILLERAS;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 0 A 5 AÑOS;Hombre;07;2;Calle
CALL. FERNANDEZ DE LA HOZ / CALL. GENERAL ARRANDO;2019S033730;23/10/2019;11:10;CALLE FERNANDEZ DE LA HOZ;-;CHAMBERÍ;Caída;Lluvia débil;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14;2;Calle
CALL. FERNANDEZ DE LA HOZ / CALL. GENERAL ARRANDO;2019S033730;23/10/2019;11:10;CALLE GENERAL ARRANDO;-;CHAMBERÍ;Caída;Lluvia débil;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14;2;Calle
CALL. FERNANDEZ DE LA HOZ / CALL. GENERAL ARRANDO;2019S033730;23/10/2019;11:10;CALLE FERNANDEZ DE LA HOZ;-;CHAMBERÍ;Caída;Lluvia débil;Bicicleta;Peatón;DE 70 A 74 AÑOS;Mujer;07;2;Calle
CALL. FERNANDEZ DE LA HOZ / CALL. GENERAL ARRANDO;2019S033730;23/10/2019;11:10;CALLE GENERAL ARRANDO;-;CHAMBERÍ;Caída;Lluvia débil;Bicicleta;Peatón;DE 70 A 74 AÑOS;Mujer;07;2;Calle
CALL. ALCALA / CALL. MARQUES DE CUBAS;2019S033901;25/10/2019;9:24;CALLE ALCALA;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06;2;Calle
CALL. ALCALA / CALL. MARQUES DE CUBAS;2019S033901;25/10/2019;9:24;CALLE MARQUES DE CUBAS;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06;2;Calle
AVDA. CANILLEJAS A VICALVARO / CALL. SANTA TECLA;2019S034202;26/10/2019;17:25;AVENIDA CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06;2;Avenida
AVDA. CANILLEJAS A VICALVARO / CALL. SANTA TECLA;2019S034202;26/10/2019;17:25;CALLE SANTA TECLA;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06;2;Calle
CALL. DIEGO DE LEON / CALL. PRINCIPE DE VERGARA;2019S034015;26/10/2019;9:30;CALLE DIEGO DE LEON;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;2;Calle
CALL. DIEGO DE LEON / CALL. PRINCIPE DE VERGARA;2019S034015;26/10/2019;9:30;CALLE PRINCIPE DE VERGARA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;2;Calle
CALL. ELOY GONZALO;2019S033987;26/10/2019;4:30; CALLE ELOY GONZALO;33;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;0;Calle
AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO;2019S034011;26/10/2019;1:42;AVENIDA CIUDAD DE BARCELONA;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;2;Avenida
AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO;2019S034011;26/10/2019;1:42;CALLE DOCTOR ESQUERDO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;2;Calle
CALL. LOPEZ DE HOYOS;2019S034153;27/10/2019;22:15; CALLE LOPEZ DE HOYOS;66;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;0;Calle
CALL. ALCALA;2019S034269;27/10/2019;17:20; CALLE ALCALA; 200A;SALAMANCA;Caída;Nublado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06;0;Calle
PLAZA. ALONSO MARTINEZ / CALL. SAGASTA;2019S034064;27/10/2019;0:38;PLAZA ALONSO MARTINEZ;-;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;Hombre;;2;Plaza
PLAZA. ALONSO MARTINEZ / CALL. SAGASTA;2019S034064;27/10/2019;0:38;CALLE SAGASTA;-;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;Hombre;;2;Calle
PLAZA. ALONSO MARTINEZ / CALL. SAGASTA;2019S034064;27/10/2019;0:38;PLAZA ALONSO MARTINEZ;-;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;DE 35 A 39 AÑOS;Hombre;07;2;Plaza
PLAZA. ALONSO MARTINEZ / CALL. SAGASTA;2019S034064;27/10/2019;0:38;CALLE SAGASTA;-;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;DE 35 A 39 AÑOS;Hombre;07;2;Calle
AVDA. MENENDEZ PELAYO;2019S034187;28/10/2019;15:45; AVENIDA MENENDEZ PELAYO;65;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;03;0;Avenida
CALL. ARTURO SORIA;2019S034457;29/10/2019;20:10; CALLE ARTURO SORIA; 334A;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Calle
CALL. SAN CONRADO / AVDA. MANZANARES;2019S034336;29/10/2019;11:00;CALLE SAN CONRADO;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;2;Calle
CALL. SAN CONRADO / AVDA. MANZANARES;2019S034336;29/10/2019;11:00;AVENIDA MANZANARES;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;2;Avenida
RONDA. SEGOVIA / CALL. SEGOVIA;2019S034331;30/10/2019;10:00;RONDA SEGOVIA;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;07;2;Ronda
