nombreOriginal;CAPA;TX_NOMBRE;MaxSimpTol;MinSimpTol;FECHA;Longitud;tipoVia;palabrasClave
Eduardo Dato;CICLOCALLES; EDUARDO DATO;746,23324291400;0,20000000000;20140801;0,74623324291;;EDUARDO DATO
Eduardo Dato;CICLOCALLES; EDUARDO DATO;747,26989954900;0,20000000000;20140801;0,74726989955;;EDUARDO DATO
Sta. MarÝa de la Cabeza;CICLOCALLES; SANTA MARÍA DE LA CABEZA;850,14369508600;0,20000000000;20140801;0,85014369509;;SANTA MARÍA CABEZA
Paseo de las Delicias;CICLOCALLES; PASEO DE LAS DELICIAS;693,99411438000;0,20000000000;20140801;0,69399411438;Paseo;DELICIAS
Ancora;CICLOCALLES; ANCORA;479,55141192600;0,20000000000;20140801;0,47955141193;;ANCORA
Méndez Álvaro;CICLOCALLES; MÉNDEZ ÁLVARO;978,39089387800;0,20000000000;20140801;0,97839089388;;MÉNDEZ ÁLVARO
C¬ de San Jer¾nimo;CICLOCALLES; CALLE DE SAN JERÓNIMO;357,86375828900;0,20000000000;20140801;0,35786375829;Calle;SAN JERÓNIMO
P? Castellana;CICLOCALLES; PLAZA CASTELLANA;1079,94843012000;0,20000000000;20140801;1,07994843012;Plaza;CASTELLANA
P? Castellana;CICLOCALLES; PLAZA CASTELLANA;829,89944693400;0,20000000000;20140801;0,82989944693;Plaza;CASTELLANA
Alfonso XII;CICLOCALLES; ALFONSO XII;1337,96928989000;0,20000000000;20140801;1,33796928989;;ALFONSO XII
Alfonso XII;CICLOCALLES; ALFONSO XII;1352,62459342000;0,20000000000;20140801;1,35262459342;;ALFONSO XII
Ciudad de Barcelona;CICLOCALLES; CIUDAD DE BARCELONA;1181,35506352000;0,20000000000;20140801;1,18135506352;;CIUDAD BARCELONA
Ciudad de Barcelona;CICLOCALLES; CIUDAD DE BARCELONA;1273,70795080000;0,20000000000;20140801;1,27370795080;;CIUDAD BARCELONA
Jes·s Aprendiz;CICLOCALLES; JESÚS APRENDIZ;451,02037128200;0,20000000000;20140801;0,45102037128;;JESÚS APRENDIZ
Jes·s Aprendiz;CICLOCALLES; JESÚS APRENDIZ;297,26022782000;0,20000000000;20140801;0,29726022782;;JESÚS APRENDIZ
Lira;CICLOCALLES; LIRA;310,11734600000;0,20000000000;20140801;0,31011734600;;LIRA
Lira;CICLOCALLES; LIRA;399,99361196600;0,20000000000;20140801;0,39999361197;;LIRA
Menéndez Pelayo;CICLOCALLES; MENÉNDEZ PELAYO;2185,76477451000;0,20000000000;20140801;2,18576477451;;MENÉNDEZ PELAYO
Menéndez Pelayo;CICLOCALLES; MENÉNDEZ PELAYO;2169,10110617000;0,20000000000;20140801;2,16910110617;;MENÉNDEZ PELAYO
PrÝncipe de Vergara;CICLOCALLES; PRÍNCIPE DE VERGARA;1775,12165474000;0,20000000000;20140801;1,77512165474;;PRÍNCIPE VERGARA
PrÝncipe de Vergara;CICLOCALLES; PRÍNCIPE DE VERGARA;1802,28361392000;0,20000000000;20140801;1,80228361392;;PRÍNCIPE VERGARA
Narvßez;CICLOCALLES; NARVÁEZ;996,07436258500;0,20000000000;20140801;0,99607436259;;NARVÁEZ
Narvßez;CICLOCALLES; NARVÁEZ;995,71894839100;0,20000000000;20140801;0,99571894839;;NARVÁEZ
Conde de Pe±alver;CICLOCALLES; CONDE DE PEÑALVER;1066,64871190000;0,20000000000;20140801;1,06664871190;;CONDE PEÑALVER
Conde de Pe±alver;CICLOCALLES; CONDE DE PEÑALVER;1069,53785071000;0,20000000000;20140801;1,06953785071;;CONDE PEÑALVER
Jose Ortega y Gasset;CICLOCALLES; JOSE ORTEGA Y GASSET;1586,77976118000;0,20000000000;20140801;1,58677976118;;JOSE ORTEGA GASSET
Jose Ortega y Gasset;CICLOCALLES; JOSE ORTEGA Y GASSET;1582,17005478000;0,20000000000;20140801;1,58217005478;;JOSE ORTEGA GASSET
Francisco Silvela;CICLOCALLES; FRANCISCO SILVELA;1607,68640899000;0,20000000000;20140801;1,60768640899;;FRANCISCO SILVELA
Francisco Silvela;CICLOCALLES; FRANCISCO SILVELA;1613,95567824000;0,20000000000;20140801;1,61395567824;;FRANCISCO SILVELA
Doctor Esquerdo;CICLOCALLES; DOCTOR ESQUERDO;3054,85107905000;0,20000000000;20140801;3,05485107905;;DOCTOR ESQUERDO
Doctor Esquerdo;CICLOCALLES; DOCTOR ESQUERDO;3041,68123908000;0,20000000000;20140801;3,04168123908;;DOCTOR ESQUERDO
Goya;CICLOCALLES; GOYA;1794,55779169000;0,20000000000;20140801;1,79455779169;;GOYA
Goya;CICLOCALLES; GOYA;1792,90263043000;0,20000000000;20140801;1,79290263043;;GOYA
Alcalß;CICLOCALLES; ALCALÁ;1346,26265061000;0,20000000000;20140801;1,34626265061;;ALCALÁ
Alcalß;CICLOCALLES; ALCALÁ;1370,99166437000;0,20000000000;20140801;1,37099166437;;ALCALÁ
Guzmßn El Bueno;CICLOCALLES; GUZMÁN EL BUENO;786,98990482800;0,20000000000;20140801;0,78698990483;;GUZMÁN BUENO
Granada;CICLOCALLES; GRANADA;701,76168596300;0,20000000000;20140801;0,70176168596;;GRANADA
Atocha;CICLOCALLES; ATOCHA;315,50262046900;0,20000000000;20140801;0,31550262047;;ATOCHA
Atocha;CICLOCALLES; ATOCHA;670,55119080900;0,20000000000;20140801;0,67055119081;;ATOCHA
Vallehermoso;CICLOCALLES; VALLEHERMOSO;959,46535179500;0,20000000000;20140801;0,95946535180;Valle;VALLEHERMOSO
Paseo Castellana;CICLOCALLES; PASEO CASTELLANA;0,00000000000;0,00000000000;20141125;3,46432681359;Paseo;CASTELLANA
Paseo Castellana;CICLOCALLES; PASEO CASTELLANA;0,00000000000;0,00000000000;20141125;3,42607134154;Paseo;CASTELLANA
PrÝncipe de Vergara;CICLOCALLES; PRÍNCIPE DE VERGARA;0,00000000000;0,00000000000;20141125;3,16317772325;;PRÍNCIPE VERGARA
Serrano;CICLOCALLES; SERRANO;0,00000000000;0,00000000000;20141125;0,82941748343;;SERRANO
Serrano;CICLOCALLES; SERRANO;0,00000000000;0,00000000000;20141125;1,33138079977;;SERRANO
Joaquin Costa;CICLOCALLES; JOAQUIN COSTA;0,00000000000;0,00000000000;20141125;1,22190905932;;JOAQUIN COSTA
Vallehermoso;CICLOCALLES; VALLEHERMOSO;0,00000000000;0,00000000000;20141125;0,21780941714;Valle;VALLEHERMOSO
Santander;CICLOCALLES; SANTANDER;0,00000000000;0,00000000000;20141125;0,40219189706;;SANTANDER
Gral Iba±ez de Ibero;CICLOCALLES; GENERAL IBAÑEZ DE IBERO;0,00000000000;0,00000000000;20141125;0,34144629439;;GENERAL IBAÑEZ IBERO
Guzman el Bueno;CICLOCALLES; GUZMAN EL BUENO;0,00000000000;0,00000000000;20141125;0,82257319846;;GUZMAN BUENO
Bravo Murillo;CICLOCALLES; BRAVO MURILLO;0,00000000000;0,00000000000;20141125;2,59589728392;;BRAVO MURILLO
San Bernardino Sahag·n;CICLOCALLES; SAN BERNARDINO SAHAGÚN;0,00000000000;0,00000000000;20141125;0,48613238954;;SAN BERNARDINO SAHAGÚN
Mateo Inurria;CICLOCALLES; MATEO INURRIA;0,00000000000;0,00000000000;20141125;0,23584240332;;MATEO INURRIA
Mateo Inurria;CICLOCALLES; MATEO INURRIA;0,00000000000;0,00000000000;20141125;1,01310223940;;MATEO INURRIA
PlaterÝas;CICLOCALLES; PLATERÍAS;0,00000000000;0,00000000000;20141125;0,18575863221;;PLATERÍAS
San Bernardo;CICLOCALLES; SAN BERNARDO;0,00000000000;0,00000000000;20141125;0,45249128906;;SAN BERNARDO
Donoso Cortés;CICLOCALLES; DONOSO CORTÉS;0,00000000000;0,00000000000;20141125;1,16266127439;;DONOSO CORTÉS
Fernßndez de los Rios;CICLOCALLES; FERNÁNDEZ DE LOS RIOS;0,00000000000;0,00000000000;20141125;1,19140461089;;FERNÁNDEZ RIOS
Bravo Murillo;CICLOCALLES; BRAVO MURILLO;0,00000000000;0,00000000000;20141125;0,26226692450;;BRAVO MURILLO
Gral Martinez Campos;CICLOCALLES; GENERAL MARTINEZ CAMPOS;0,00000000000;0,00000000000;20141125;1,27625039513;;GENERAL MARTINEZ CAMPOS
Bravo Murillo;CICLOCALLES; BRAVO MURILLO;0,00000000000;0,00000000000;20141125;1,18976997050;;BRAVO MURILLO
Sta Engracia;CICLOCALLES; SANTA ENGRACIA;0,00000000000;0,00000000000;20141125;1,68880563998;;SANTA ENGRACIA
Gral ?lvarez de Castro;CICLOCALLES; GENERAL ÁLVAREZ DE CASTRO;0,00000000000;0,00000000000;20141125;0,36932395427;;GENERAL ÁLVAREZ CASTRO
Modesto Lafuente;CICLOCALLES; MODESTO LAFUENTE;0,00000000000;0,00000000000;20141125;1,27579241268;;MODESTO LAFUENTE
Alonso Cano;CICLOCALLES; ALONSO CANO;0,00000000000;0,00000000000;20141125;1,27794176107;;ALONSO CANO
Gral Moscardó;CICLOCALLES; GENERAL MOSCARDÓ;0,00000000000;0,00000000000;20141125;0,65880869862;;GENERAL MOSCARDÓ
Alfonso XIII;CICLOCALLES; ALFONSO XIII;0,00000000000;0,00000000000;20141125;1,54091181760;;ALFONSO XIII
Camilo Jose Cela;CICLOCALLES; CAMILO JOSE CELA;0,00000000000;0,00000000000;20141125;0,95722930332;;CAMILO JOSE CELA
Gral Per¾n;CICLOCALLES; GENERAL PERÓN;0,00000000000;0,00000000000;20141125;1,10685242482;;GENERAL PERÓN
Juan de OlÝas;CICLOCALLES; JUAN DE OLÍAS;0,00000000000;0,00000000000;20141125;0,31829056814;;JUAN OLÍAS
Gral Yagüe;CICLOCALLES; GENERAL YAGÜE;0,00000000000;0,00000000000;20141125;1,02318093719;;GENERAL YAGÜE
Francos Rodriguez;CICLOCALLES; FRANCOS RODRIGUEZ;0,00000000000;0,00000000000;20141125;1,60643474311;;FRANCOS RODRIGUEZ
Ofelia Nieto;CICLOCALLES; OFELIA NIETO;0,00000000000;0,00000000000;20141125;0,59383743011;;OFELIA NIETO
Asturias;CICLOCALLES; ASTURIAS;0,00000000000;0,00000000000;20141125;1,11106824397;;ASTURIAS
Francos Rodriguez;CICLOCALLES; FRANCOS RODRIGUEZ;0,00000000000;0,00000000000;20141125;0,32512989087;;FRANCOS RODRIGUEZ
Pablo Iglesias;CICLOCALLES; PABLO IGLESIAS;0,00000000000;0,00000000000;20141125;0,62537226255;;PABLO IGLESIAS
Pablo Iglesias;CICLOCALLES; PABLO IGLESIAS;0,00000000000;0,00000000000;20141125;0,44791624616;;PABLO IGLESIAS
Numancia;CICLOCALLES; NUMANCIA;0,00000000000;0,00000000000;20141125;0,28259795003;;NUMANCIA
MarquÚs de Viana;CICLOCALLES; MARQUÉS DE VIANA;0,00000000000;0,00000000000;20141125;1,48676966929;;MARQUÉS VIANA
Sor Angela de la Cruz;CICLOCALLES; SOR ANGELA DE LA CRUZ;0,00000000000;0,00000000000;20141125;1,48676966929;;SOR ANGELA CRUZ
Ofelia Nieto;CICLOCALLES; OFELIA NIETO;0,00000000000;0,00000000000;20141125;0,26084773716;;OFELIA NIETO
Concha Espina;CICLOCALLES; CONCHA ESPINA;0,00000000000;0,00000000000;20141125;1,05768648670;;CONCHA ESPINA
Badajoz;CICLOCALLES; BADAJOZ;0,00000000000;0,00000000000;20141125;0,49902998120;;BADAJOZ
Toreros;CICLOCALLES; TOREROS;0,00000000000;0,00000000000;20141125;0,81923522324;;TOREROS
Toreros;CICLOCALLES; TOREROS;0,00000000000;0,00000000000;20141125;0,28674326324;;TOREROS
Cartagena;CICLOCALLES; CARTAGENA;0,00000000000;0,00000000000;20141125;0,18738565776;;CARTAGENA
Martinez Izquierdo;CICLOCALLES; MARTINEZ IZQUIERDO;0,00000000000;0,00000000000;20141125;1,01579906811;;MARTINEZ IZQUIERDO
Alberto Alcocer;CICLOCALLES; ALBERTO ALCOCER;0,00000000000;0,00000000000;20141125;1,01841535154;;ALBERTO ALCOCER
Pablo Iglesias;CICLOCALLES; PABLO IGLESIAS;0,00000000000;0,00000000000;20141125;0,20448136123;;PABLO IGLESIAS
Infanta Mercedes;CICLOCALLES; INFANTA MERCEDES;0,00000000000;0,00000000000;20141125;0,06996418216;;INFANTA MERCEDES
Padre Damißn;CICLOCALLES; PADRE DAMIÁN;0,00000000000;0,00000000000;20141125;1,24401684310;;PADRE DAMIÁN
Comandante Zorita;CICLOCALLES; COMANDANTE ZORITA;0,00000000000;0,00000000000;20141125;0,64602087971;;COMANDANTE ZORITA
Diego de Le¾n;CICLOCALLES; DIEGO DE LEÓN;0,00000000000;0,00000000000;20141125;0,98939893238;;DIEGO LEÓN
Costa Rica;CICLOCALLES; COSTA RICA;0,00000000000;0,00000000000;20141125;0,68480237029;;COSTA RICA
Costa Rica;CICLOCALLES; COSTA RICA;0,00000000000;0,00000000000;20141125;0,70239551544;;COSTA RICA
Ram¾n y Cajal;CICLOCALLES; RAMÓN Y CAJAL;0,00000000000;0,00000000000;20141125;0,84715863916;;RAMÓN CAJAL
Bruselas;CICLOCALLES; BRUSELAS;0,00000000000;0,00000000000;20141125;0,24385775385;;BRUSELAS
Francisco Santos;CICLOCALLES; FRANCISCO SANTOS;0,00000000000;0,00000000000;20141125;0,06438666176;;FRANCISCO SANTOS
Coraz¾n de MarÝa;CICLOCALLES; CORAZÓN DE MARÍA;0,00000000000;0,00000000000;20141125;0,48972349996;;CORAZÓN MARÍA
Reina Victoria;CICLOCALLES; REINA VICTORIA;0,00000000000;0,00000000000;20141125;0,95261818321;;REINA VICTORIA
Raimundo Fernandez Villaverde;CICLOCALLES; RAIMUNDO FERNANDEZ VILLAVERDE;0,00000000000;0,00000000000;20141125;1,08628203597;;RAIMUNDO FERNANDEZ VILLAVERDE
Gral L¾pez Pozas;CICLOCALLES; GENERAL LÓPEZ POZAS;0,00000000000;0,00000000000;20141125;0,42560529795;;GENERAL LÓPEZ POZAS
Alfonso XIII;CICLOCALLES; ALFONSO XIII;0,00000000000;0,00000000000;20141125;0,34702471083;;ALFONSO XIII
Alfonso XIII;CICLOCALLES; ALFONSO XIII;0,00000000000;0,00000000000;20141125;1,05411173788;;ALFONSO XIII
