nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng;tipoVia
Calle de Amposta;947;940;1102;1;CICLOCALLES;-1;0; CALLE DE AMPOSTA;AMPOSTA;991,25681586200;Calle
Calle de Amposta;948;941;1103;1;CICLOCALLES;1;0; CALLE DE AMPOSTA;AMPOSTA;981,00950994300;Calle
Calle de la Rep·blica Eslovaca;949;942;1103;1;CICLOCALLES;1;0; CALLE DE LA REP·BLICA ESLOVACA;REPUBLICA ESLOVACA;446,54441430100;Calle
Calle de los Aparejadores;950;943;1104;1;CICLOCALLES;1;0; CALLE DE LOS APAREJADORES;APAREJADORES;234,56936562600;Calle
Calle de Julio Chellini;951;944;1104;1;CICLOCALLES;1;0; CALLE DE JULIO CHELLINI;HELLIN;180,71053873400;Calle
Avenida de Arcentales;952;945;1105;2;PEATONAL;0;0; AVENIDA DE ARCENTALES;ARCENTALES;136,92010041500;Avenida
Avenida de Canillejas a Vicßlvaro;953;946;1109;2;PEATONAL;0;0; AVENIDA DE CANILLEJAS A VICÁLVARO;AJALVIR A VICALVARO;110,24356810300;Avenida
Calle de la MamposterÝa;954;947;1110;1;CICLOCALLES;1;0; CALLE DE LA MAMPOSTERÍA;MAMPOSTA;205,59741101100;Calle
Avenida de Canillejas a Vicßlvaro;955;948;1111;1;CICLOCALLES;-1;0; AVENIDA DE CANILLEJAS A VICÁLVARO;AJALVIR A VICALVARO;80,02834708300;Avenida
Avenida de Guadalajara;956;949;1113;1;CICLOCALLES;1;0; AVENIDA DE GUADALAJARA;GUADALAJARA;1018,57902733000;Avenida
Avenida de Niza;957;950;1113;1;CICLOCALLES;1;0; AVENIDA DE NIZA;NIZA;1038,10545934000;Avenida
Calle de Moreruela;958;951;1114;1;CICLOCALLES;1;0; CALLE DE MORERUELA;MORUELA;288,73485442500;Calle
Avenida de los Madro±os;959;952;1117;1;CICLOCALLES;1;0; AVENIDA DE LOS MADROÑOS;MADROÐOS;2027,01148773000;Avenida
Avenida del Papa Negro;960;953;1117;1;CICLOCALLES;1;0; AVENIDA DEL PAPA NEGRO;PAPA NEGRO;585,99540316400;Avenida
Avenida de Corendelet;961;954;1118;1;CICLOCALLES;-1;0; AVENIDA DE CORENDELET;CORONDELET;1131,21797500000;Avenida
Avenida de Corendelet;962;955;1119;1;CICLOCALLES;1;0; AVENIDA DE CORENDELET;CORONDELET;1141,39984289000;Avenida
Avenida de los Madro±os;963;956;1120;1;CICLOCALLES;-1;0; AVENIDA DE LOS MADROÑOS;MADROÐOS;1994,94603815000;Avenida
Avenida del Papa Negro;964;957;1120;1;CICLOCALLES;-1;0; AVENIDA DEL PAPA NEGRO;PAPA NEGRO;575,30980700300;Avenida
Calle de RamÝrez de Arellano;965;958;1120;1;CICLOCALLES;-1;0; CALLE DE RAMÍREZ DE ARELLANO;RAMIREZ DE ARELLANO;224,68521540300;Calle
Calle de Torrecilla del Puerto;966;959;1120;1;CICLOCALLES;-1;0; CALLE DE TORRECILLA DEL PUERTO;TORRECILLA DEL PUERTO;281,23534502300;Calle
Avenida de la Gran VÝa de Hortaleza;967;960;1121;2;PEATONAL;0;0; AVENIDA DE LA GRAN VÍA DE HORTALEZA;GRAN VIA DE HORTALEZA;790,85262615300;Avenida
Calle de Arturo Soria;968;961;1122;1;CICLOCALLES;-1;0; CALLE DE ARTURO SORIA;ARTURO SORIA;425,94954541400;Calle
Calle de Arturo Soria;969;962;1123;1;CICLOCALLES;1;0; CALLE DE ARTURO SORIA;ARTURO SORIA;313,65890503200;Calle
Calle de AlbarracÝn;970;963;1124;1;CICLOCALLES;1;0; CALLE DE ALBARRACÍN;ALBARRACIN;204,43704351200;Calle
Calle del General Aranaz;971;964;1124;1;CICLOCALLES;1;0; CALLE DEL GENERAL ARANAZ;GENERAL ARANAZ;1632,52284914000;Calle
Calle de la Marquesa de Torrecilla;972;965;1125;1;CICLOCALLES;-1;0; CALLE DE LA MARQUESA DE TORRECILLA;MARQUESA DE TORRECILLA;168,04906386000;Calle
Calle de Protasio G¾mez;973;966;1125;1;CICLOCALLES;-1;0; CALLE DE PROTASIO GÓMEZ;PROTASIO GOMEZ;232,63467316400;Calle
Calle de El Algabe±o;974;967;1126;1;CICLOCALLES;1;0; CALLE DE EL ALGABEÑO;EL ALGABEÐO;1469,68042319000;Calle
Calle de Asura;975;968;1127;1;CICLOCALLES;1;0; CALLE DE ASURA;ASURA;1302,58340726000;Calle
Calle de Mesena;976;969;1127;1;CICLOCALLES;1;0; CALLE DE MESENA;MESENA;1625,21441209000;Calle
Calle de Mesena;977;970;1128;1;CICLOCALLES;1;0; CALLE DE MESENA;MESENA;1134,99812883000;Calle
Calle de A±astro;978;971;1129;1;CICLOCALLES;1;0; CALLE DE AÑASTRO;AÐASTRO;663,85551830700;Calle
Calle de Gregorio Sßnchez Herrßez;979;972;1130;1;CICLOCALLES;1;0; CALLE DE GREGORIO ÁSNCHEZ HERRÁEZ;GREGORIO SANCHEZ HERRAEZ;773,48913133700;Calle
Camino Viejo de Burgos;980;973;1130;1;CICLOCALLES;1;0; CAMINO VIEJO DE BURGOS;VIEJO DE BURGOS;821,50200616000;Camino
Calle de Asura;981;974;1132;1;CICLOCALLES;1;0; CALLE DE ASURA;ASURA;9,82619135320;Calle
Calle de Diego Ayll¾n;982;975;1132;1;CICLOCALLES;1;0; CALLE DE DIEGO AYLLÓN;DIEGO AYLLON;224,67621970800;Calle
Calle del Duque de Tamames;983;976;1132;1;CICLOCALLES;1;0; CALLE DEL DUQUE DE TAMAMES;DUQUE DE TAMAMES;224,00214283700;Calle
Calle de Julißn Hernßndez;984;977;1133;1;CICLOCALLES;1;0; CALLE DE JULIÁN HERNÁNDEZ;JULIAN HERNANDEZ;229,74352987000;Calle
Calle de Rafael BergamÝn;985;978;1133;1;CICLOCALLES;1;0; CALLE DE RAFAEL BERGAMÍN;RAFAEL BERGAMIN;363,99073075800;Calle
Calle de Sorzano;986;979;1133;1;CICLOCALLES;1;0; CALLE DE SORZANO;SORZANO;497,63758666900;Calle
Calle del Carril del Conde;987;980;1134;1;CICLOCALLES;1;0; CALLE DEL CARRIL DEL CONDE;CARRIL DEL CONDE;608,88591303200;Calle
Calle del Padre Claret;988;981;1135;2;PEATONAL;0;0; CALLE DEL PADRE CLARET;PADRE CLARET;115,56562206800;Calle
Calle de Asura;989;982;1136;1;CICLOCALLES;1;0; CALLE DE ASURA;ASURA;86,05712955040;Calle
Calle del General Aranaz;990;983;1136;1;CICLOCALLES;1;0; CALLE DEL GENERAL ARANAZ;GENERAL ARANAZ;76,89990329890;Calle
Calle de la Virgen del Portillo;991;984;1137;1;CICLOCALLES;-1;0; CALLE DE LA VIRGEN DEL PORTILLO;VIRGEN DEL PORTILLO;998,62588858200;Calle
Calle del Padre Claret;992;985;1138;2;PEATONAL;0;0; CALLE DEL PADRE CLARET;PADRE CLARET;245,25992213800;Calle
Calle de Cidam¾n;993;986;1140;1;CICLOCALLES;-1;0; CALLE DE CIDAMÓN;CIDAMON;222,51035389900;Calle
Calle de Lorenzo Solano Tendero;994;987;1140;1;CICLOCALLES;1;0; CALLE DE LORENZO SOLANO TENDERO;LORENZO SOLANO TENDERO;227,17334721100;Calle
Calle de Manuel del Valle;995;988;1140;1;CICLOCALLES;1;0; CALLE DE MANUEL DEL VALLE;MANUEL DEL VALLE;226,57586548800;Calle
Calle de Asura;996;1590;1525;1;CICLOCALLES;1;0; CALLE DE ASURA;ASURA;43,20598770510;Calle
Calle de Asura;997;989;1141;1;CICLOCALLES;1;0; CALLE DE ASURA;ASURA;469,04852270800;Calle
Avenida de Corendelet;998;990;1141;1;CICLOCALLES;1;0; AVENIDA DE CORENDELET;CORONDELET;97,32495056340;Avenida
Calle del General Aranaz;999;991;1141;1;CICLOCALLES;1;0; CALLE DEL GENERAL ARANAZ;GENERAL ARANAZ;77,14584874960;Calle
Avenida de los Madro±os;1000;992;1141;1;CICLOCALLES;1;0; AVENIDA DE LOS MADROÑOS;MADROÐOS;41,86493767710;Avenida
Calle de Agastia;1001;993;1143;1;CICLOCALLES;-1;0; CALLE DE AGASTIA;AGASTIA;318,54694702100;Calle
Pasaje de Do±a Carlota;1002;994;1145;1;CICLOCALLES;1;0; PASAJE DE DOÑA CARLOTA;DOÐA CARLOTA;144,85914018800;Pasaje
Calle de Santa Hortensia;1003;995;1146;1;CICLOCALLES;-1;0; CALLE DE SANTA HORTENSIA;SANTA HORTENSIA;550,35575854600;Calle
Avenida de Bruselas;1004;996;1147;1;CICLOCALLES;-1;0; AVENIDA DE BRUSELAS;BRUSELAS;782,74515392400;Avenida
Calle de Brescia;1005;997;1148;1;CICLOCALLES;1;0; CALLE DE BRESCIA;BRESCIA;77,12309914250;Calle
Avenida de AmÚrica;1006;998;1149;2;PEATONAL;0;0; AVENIDA DE AMÚRICA;AMERICA;213,80312924500;Avenida
Avenida de la Paz;1007;999;1150;2;PEATONAL;0;0; AVENIDA DE LA PAZ;PAZ;171,49658253900;Avenida
Calle de Brescia;1008;1000;1151;1;CICLOCALLES;1;0; CALLE DE BRESCIA;BRESCIA;319,33142950800;Calle
Calle de Francisco Santos;1009;1001;1152;2;PEATONAL;0;0; CALLE DE FRANCISCO SANTOS;FRANCISCO SANTOS;62,93113677270;Calle
Calle de Santa Hortensia;1011;1003;1158;1;CICLOCALLES;-1;0; CALLE DE SANTA HORTENSIA;SANTA HORTENSIA;327,55269492200;Calle
Calle de ValdovÝn;1012;1004;1160;2;PEATONAL;0;0; CALLE DE VALDOVÍN;VALDOVIN;125,59259599600;Calle
Calle de Dolores;1013;1005;1161;1;CICLOCALLES;1;0; CALLE DE DOLORES;DOLORES;56,77731113060;Calle
Calle del Padre Claret;1014;1006;1162;1;CICLOCALLES;-1;0; CALLE DEL PADRE CLARET;PADRE CLARET;383,31153042700;Calle
Calle de Gustavo Fernßndez Balbuena;1015;1007;1165;1;CICLOCALLES;1;0; CALLE DE GUSTAVO FERNÁNDEZ BALBUENA;GUSTAVO FERNANDEZ BALBUENA;130,55055025000;Calle
Calle de Sßnchez Pacheco;1016;1008;1166;1;CICLOCALLES;1;0; CALLE DE ÁSNCHEZ PACHECO;SANCHEZ PACHECO;547,59944870900;Calle
Avenida de la Paz;1017;1009;1167;2;PEATONAL;0;0; AVENIDA DE LA PAZ;PAZ;320,24596750100;Avenida
Calle de MartÝnez Izquierdo;1018;1010;1168;2;PEATONAL;0;0; CALLE DE MARTÍNEZ IZQUIERDO;MARTINEZ IZQUIERDO;109,74639191400;Calle
Calle de Rafael BergamÝn;1019;1011;1170;1;CICLOCALLES;-1;0; CALLE DE RAFAEL BERGAMÍN;RAFAEL BERGAMIN;414,40013424500;Calle
Calle de RamÝrez de Arellano;1020;1012;1170;1;CICLOCALLES;1;0; CALLE DE RAMÍREZ DE ARELLANO;RAMIREZ DE ARELLANO;502,61989767200;Calle
Calle de Rafael BergamÝn;1021;1013;1171;1;CICLOCALLES;1;0; CALLE DE RAFAEL BERGAMÍN;RAFAEL BERGAMIN;429,53755598400;Calle
Calle de RamÝrez de Arellano;1022;1014;1171;1;CICLOCALLES;1;0; CALLE DE RAMÍREZ DE ARELLANO;RAMIREZ DE ARELLANO;247,07959794800;Calle
Manzanares;1023;1015;1173;2;PEATONAL;0;0; MANZANARES;MANZANARES;55,52439416680;
Manzanares;1024;1016;1174;2;PEATONAL;0;0; MANZANARES;MANZANARES;74,61717279570;
Manzanares;1025;1017;1177;2;PEATONAL;0;0; MANZANARES;MANZANARES;38,43643357140;
Calle de Manuel Uribe;1026;1018;1180;1;CICLOCALLES;0;1; CALLE DE MANUEL URIBE;MANUEL URIBE;218,69598497800;Calle
Calle del Pintor Ribera;1027;1019;1183;1;CICLOCALLES;1;0; CALLE DEL PINTOR RIBERA;PINTOR RIBERA;529,95955882700;Calle
Calle del Pintor Ribera;1028;1020;1184;2;PEATONAL;0;0; CALLE DEL PINTOR RIBERA;PINTOR RIBERA;30,60183705040;Calle
Calle de Federico Salm¾n;1029;1021;1185;1;CICLOCALLES;1;0; CALLE DE FEDERICO SALMÓN;FEDERICO SALMON;427,96743648600;Calle
Calle de la Drßcena;1030;1022;1186;1;CICLOCALLES;1;0; CALLE DE LA DRÁCENA;DRACENA;222,71517201500;Calle
Calle de Santa MarÝa Magdalena;1031;1023;1189;1;CICLOCALLES;1;0; CALLE DE SANTA MARÍA MAGDALENA;SANTA MARIA MAGDALENA;241,29444043100;Calle
Calle del General Aranaz;1032;1024;1191;1;CICLOCALLES;-1;0; CALLE DEL GENERAL ARANAZ;GENERAL ARANAZ;222,83952811000;Calle
Calle de Fernßndez Caro;1033;1025;1194;1;CICLOCALLES;1;0; CALLE DE FERNÁNDEZ CARO;FERNANDEZ CARO;17,23979727760;Calle
Calle de los Misterios;1034;1026;1194;1;CICLOCALLES;1;0; CALLE DE LOS MISTERIOS;MINISTERIOS;737,34211972600;Calle
Calle del General Aranaz;1035;1027;1204;2;PEATONAL;0;0; CALLE DEL GENERAL ARANAZ;GENERAL ARANAZ;63,48153266910;Calle
Calle de Florencio GarcÝa;1036;1028;1205;1;CICLOCALLES;1;0; CALLE DE FLORENCIO GARCÍA;FLORENCIO GARCIA;332,05780408800;Calle
Calle de Boldano;1037;1029;1207;1;CICLOCALLES;1;0; CALLE DE BOLDANO;BOLDANO;186,75018338400;Calle
Calle de Alcalß;1038;1030;1210;2;PEATONAL;0;0; CALLE DE ALCALÁ;ALCALA;124,33504574700;Calle
Calle de ?ngel Larra;1039;1031;1211;1;CICLOCALLES;1;0; CALLE DE ÁNGEL LARRA;ANGEL LARRA;405,97415505700;Calle
Calle de Vßzquez de Mella;1040;1032;1213;1;CICLOCALLES;1;0; CALLE DE VÁZQUEZ DE MELLA;VAZQUEZ DE MELLA;421,59722608700;Calle
Calle de la Virgen de Lluc;1041;1033;1214;1;CICLOCALLES;1;0; CALLE DE LA VIRGEN DE LLUC;VIRGEN DE LLUC;1349,84609620000;Calle
Calle del General Aranaz;1042;1034;1215;2;PEATONAL;0;0; CALLE DEL GENERAL ARANAZ;GENERAL ARANAZ;252,55524873400;Calle
Calle de Fernßndez Caro;1043;1035;1216;1;CICLOCALLES;-1;0; CALLE DE FERNÁNDEZ CARO;FERNANDEZ CARO;159,91834114000;Calle
Calle de Fernßndez Caro;1044;1036;1217;2;PEATONAL;0;0; CALLE DE FERNÁNDEZ CARO;FERNANDEZ CARO;62,65428417940;Calle
Calle de Fernßndez Caro;1045;1037;1218;1;CICLOCALLES;1;0; CALLE DE FERNÁNDEZ CARO;FERNANDEZ CARO;179,70074474500;Calle
Calle de Fernßndez Caro;1046;1038;1219;1;CICLOCALLES;1;0; CALLE DE FERNÁNDEZ CARO;FERNANDEZ CARO;203,51190688600;Calle
Calle del Estrecho de Corea;1047;1039;1220;1;CICLOCALLES;-1;0; CALLE DEL ESTRECHO DE COREA;ESTRECHO DE COREA;282,95393449600;Calle
Calle de Fernßndez Caro;1048;1040;1220;1;CICLOCALLES;-1;0; CALLE DE FERNÁNDEZ CARO;FERNANDEZ CARO;386,94510576700;Calle
Calle del Carril del Conde;1049;1041;1223;1;CICLOCALLES;1;0; CALLE DEL CARRIL DEL CONDE;CARRIL DEL CONDE;292,12206398600;Calle
Calle de Puerto de Santa MarÝa;1050;1042;1223;1;CICLOCALLES;1;0; CALLE DE PUERTO DE SANTA MARÍA;PUERTO DE SANTA MARIA;523,52681212000;Calle
Calle de Calanda;1051;1043;1225;1;CICLOCALLES;1;0; CALLE DE CALANDA;CALANDA;466,22655579800;Calle
Calle de Canillas;1052;1044;1226;1;CICLOCALLES;1;0; CALLE DE CANILLAS;CANILLAS;1005,13265257000;Calle
Calle de Montalbos;1053;1045;1226;1;CICLOCALLES;1;0; CALLE DE MONTALBOS;MONTALBOS;485,10333633600;Calle
Calle de Puerto de Santa MarÝa;1054;1046;1230;2;PEATONAL;0;0; CALLE DE PUERTO DE SANTA MARÍA;PUERTO DE SANTA MARIA;1317,79653107000;Calle
Calle de Melisa;1055;1047;1242;1;CICLOCALLES;1;0; CALLE DE MELISA;MELISA;86,58942649340;Calle
Calle de Nuestra Se±ora de la Luz;1056;1048;1243;1;CICLOCALLES;1;0; CALLE DE NUESTRA SEÑORA DE LA LUZ;NUESTRA SEÐORA DE LA LUZ;441,00281019800;Calle
Calle de Ricardo San Juan;1057;1049;1246;1;CICLOCALLES;1;0; CALLE DE RICARDO SAN JUAN;RICARDO SAN JUAN;340,33452509500;Calle
Calle de Ricardo San Juan;1058;1050;1247;1;CICLOCALLES;1;0; CALLE DE RICARDO SAN JUAN;RICARDO SAN JUAN;322,47602203700;Calle
;1059;1051;1248;1;CICLOCALLES;0;0;;;131,67484481300;
Calle de Utrillas;1060;1052;1250;1;CICLOCALLES;1;0; CALLE DE UTRILLAS;UTRILLA;315,43250819600;Calle
Avenida de la Virgen del Carmen;1061;1053;1251;1;CICLOCALLES;1;0; AVENIDA DE LA VIRGEN DEL CARMEN;VIRGEN DEL CARMEN;807,23041877300;Avenida
Carretera de Acceso a la Estaci¾n de Hortaleza;1062;1054;1252;1;CICLOCALLES;1;0; CARRETERA DE ACCESO A LA ESTACIÓN DE HORTALEZA;ESTACION DE HORTALEZA;733,72616443600;Carretera
Carretera de Acceso a la Estaci¾n de Hortaleza;1063;1055;1253;1;CICLOCALLES;-1;0; CARRETERA DE ACCESO A LA ESTACIÓN DE HORTALEZA;ESTACION DE HORTALEZA;731,02337033600;Carretera
Avenida de San Luis;1064;1056;1254;2;PEATONAL;0;0; AVENIDA DE SAN LUIS;SAN LUIS;313,10142744200;Avenida
Calle de Toscana;1065;1057;1256;1;CICLOCALLES;1;0; CALLE DE TOSCANA;TOSCANA;109,56139218400;Calle
Calle de Toscana;1066;1058;1257;1;CICLOCALLES;-1;0; CALLE DE TOSCANA;TOSCANA;122,63842107400;Calle
Calle de A±astro;1067;1059;1260;1;CICLOCALLES;1;0; CALLE DE AÑASTRO;AÐASTRO;675,61480134900;Calle
Carretera de Acceso a la Estaci¾n de Hortaleza;1068;1060;1267;1;CICLOCALLES;-1;0; CARRETERA DE ACCESO A LA ESTACIÓN DE HORTALEZA;ESTACION DE HORTALEZA;185,07777756200;Carretera
Calle de A±astro;1069;1061;1269;1;CICLOCALLES;-1;0; CALLE DE AÑASTRO;AÐASTRO;44,14398371180;Calle
Calle de A±astro;1070;1062;1270;1;CICLOCALLES;1;0; CALLE DE AÑASTRO;AÐASTRO;45,17353622470;Calle
Avenida de la Gran VÝa de Hortaleza;1071;1063;1276;1;CICLOCALLES;-1;0; AVENIDA DE LA GRAN VÍA DE HORTALEZA;GRAN VIA DE HORTALEZA;440,29293215800;Avenida
Avenida de la Gran VÝa de Hortaleza;1072;1064;1277;1;CICLOCALLES;1;0; AVENIDA DE LA GRAN VÍA DE HORTALEZA;GRAN VIA DE HORTALEZA;448,73850418600;Avenida
Avenida de San Luis;1073;1065;1282;2;PEATONAL;0;0; AVENIDA DE SAN LUIS;SAN LUIS;451,20609887400;Avenida
Carretera de Acceso a la Estaci¾n de Hortaleza;1074;1066;1283;1;CICLOCALLES;1;0; CARRETERA DE ACCESO A LA ESTACIÓN DE HORTALEZA;ESTACION DE HORTALEZA;182,69674504700;Carretera
Carretera de Acceso a la Estaci¾n de Hortaleza;1075;1067;1285;1;CICLOCALLES;0;1; CARRETERA DE ACCESO A LA ESTACIÓN DE HORTALEZA;ESTACION DE HORTALEZA;103,54562052800;Carretera
Calle del Mar de las Antillas;1076;1068;1290;1;CICLOCALLES;0;1; CALLE DEL MAR DE LAS ANTILLAS;MAR DE LAS ANTILLAS;87,74723303610;Calle
Avenida de la Virgen del Carmen;1077;1069;1291;1;CICLOCALLES;-1;0; AVENIDA DE LA VIRGEN DEL CARMEN;VIRGEN DEL CARMEN;823,58307647800;Avenida
Calle de Sim¾n BolÝvar;1078;1070;1292;1;CICLOCALLES;1;0; CALLE DE SIMÓN BOLÍVAR;SIMON BOLIVAR;152,03570566000;Calle
Carretera de Acceso a la Estaci¾n de Hortaleza;1079;1071;1295;2;PEATONAL;0;0; CARRETERA DE ACCESO A LA ESTACIÓN DE HORTALEZA;ESTACION DE HORTALEZA;244,38811753800;Carretera
;1080;1072;1297;1;CICLOCALLES;0;0;;;131,97495795700;
Calle del Mar de Aral;1081;1073;1298;1;CICLOCALLES;-1;0; CALLE DEL MAR DE ARAL;MAR DE ARAL;356,28363251500;Calle
Calle de Calasparra;1082;1074;1300;1;CICLOCALLES;-1;0; CALLE DE CALASPARRA;CALASPARRA;196,04020868800;Calle
Parque Pinar de Barajas;1083;1075;1301;2;PEATONAL;0;0; PARQUE PINAR DE BARAJAS;PARQUE PINAR DE BARAJAS;245,52369095200;
Calle de Guadalajara;1084;1076;1303;2;PEATONAL;0;0; CALLE DE GUADALAJARA;GUADALAJARA;194,52553851600;Calle
Avenida del Arroyo del Santo;1085;1077;1304;1;CICLOCALLES;-1;0; AVENIDA DEL ARROYO DEL SANTO;ARROYO DEL SANTO;436,48907279300;Avenida
Avenida del Arroyo del Santo;1086;1078;1305;1;CICLOCALLES;1;0; AVENIDA DEL ARROYO DEL SANTO;ARROYO DEL SANTO;431,45998171400;Avenida
Calle de Albasanz;1087;1079;1306;1;CICLOCALLES;-1;0; CALLE DE ALBASANZ;ALBASANZ;1041,39008631000;Calle
Calle del Vizconde de Uzqueta;1088;1080;1307;1;CICLOCALLES;-1;0; CALLE DEL VIZCONDE DE UZQUETA;VIZCONDE DE UZQUETA;169,35852599400;Calle
Calle de Iquitos;1089;1081;1311;1;CICLOCALLES;1;0; CALLE DE IQUITOS;IQUITOS;370,28791621800;Calle
Calle de AlegrÝa de Oria;1090;1082;1313;1;CICLOCALLES;1;0; CALLE DE ALEGRÍA DE ORIA;ALEGRIA DE ORIA;432,62729780700;Calle
Calle de ArÚvalo Lara;1091;1083;1314;1;CICLOCALLES;-1;0; CALLE DE ARÚVALO LARA;AREVALO LARA;595,32731569400;Calle
Calle de Benamargosa;1092;1084;1317;1;CICLOCALLES;-1;0; CALLE DE BENAMARGOSA;ARGOS;477,87333913400;Calle
Calle de Santa Leonor;1093;1085;1318;1;CICLOCALLES;1;0; CALLE DE SANTA LEONOR;SANTA LEONOR;340,47907023100;Calle
Calle de Riobamba;1094;1086;1321;1;CICLOCALLES;1;0; CALLE DE RIOBAMBA;RIOBAMBA;137,61105716600;Calle
Calle de Alcalß;1095;1087;1322;2;PEATONAL;0;0; CALLE DE ALCALÁ;ALCALA;53,82446501850;Calle
Calle de Juan Ignacio Luca de Tena;1096;1088;1324;2;PEATONAL;0;0; CALLE DE JUAN IGNACIO LUCA DE TENA;JUAN IGNACIO LUCA DE TENA;125,65018572600;Calle
Calle de Dionisio Inca Yupanqui;1097;1089;1327;1;CICLOCALLES;-1;0; CALLE DE DIONISIO INCA YUPANQUI;DIONISIO INCA YUPANQUI;695,27124265400;Calle
Avenida de Machu Picchu;1098;1090;1328;2;PEATONAL;0;0; AVENIDA DE MACHU PICCHU;MACHUPICHU;25,77486464840;Avenida
Avenida de Machu Picchu;1099;1091;1330;2;PEATONAL;0;0; AVENIDA DE MACHU PICCHU;MACHUPICHU;197,55927773700;Avenida
Avenida de Machu Picchu;1100;1092;1331;1;CICLOCALLES;1;0; AVENIDA DE MACHU PICCHU;MACHUPICHU;87,54063255890;Avenida
Avenida de Machu Picchu;1101;1093;1332;1;CICLOCALLES;-1;0; AVENIDA DE MACHU PICCHU;MACHUPICHU;86,63240863360;Avenida
Avenida de Machu Picchu;1102;1094;1333;2;PEATONAL;0;0; AVENIDA DE MACHU PICCHU;MACUPICHU;31,13017160560;Avenida
Calle de Diana;1103;1095;1336;1;CICLOCALLES;1;0; CALLE DE DIANA;DIANA;330,73878756600;Calle
Calle de Nicolasa G¾mez;1104;1096;1337;1;CICLOCALLES;-1;0; CALLE DE NICOLASA GÓMEZ;NICOLASA GOMEZ;420,43977715900;Calle
Calle de Nicolasa G¾mez;1105;1097;1338;1;CICLOCALLES;1;0; CALLE DE NICOLASA GÓMEZ;NICOLASA GOMEZ;421,15146573200;Calle
Calle de Inocenta de Mesa;1106;1098;1339;1;CICLOCALLES;-1;0; CALLE DE INOCENTA DE MESA;INOCENTA DE MESA;282,53246855000;Calle
Calle del NÚctar;1107;1099;1339;1;CICLOCALLES;-1;0; CALLE DEL NÚCTAR;NECTAR;614,75966381700;Calle
;1108;1100;1344;1;CICLOCALLES;0;0;;;131,50563212900;
;1109;1101;1347;1;CICLOCALLES;0;0;;;131,71653058000;
Calle de Guadalajara;1110;1102;1349;2;PEATONAL;0;0; CALLE DE GUADALAJARA;GUADALAJARA;226,55155993800;Calle
Calle de la Esfinge;1111;1103;1354;1;CICLOCALLES;1;0; CALLE DE LA ESFINGE;ESFINGE;416,44955633700;Calle
Calle de la Esfinge;1112;1104;1355;1;CICLOCALLES;-1;0; CALLE DE LA ESFINGE;ESFINGE;416,96559338900;Calle
Calle de San Venancio;1113;1105;1356;1;CICLOCALLES;1;0; CALLE DE SAN VENANCIO;SAN VENANCIO;259,78612981600;Calle
Plaza de Mora de Rubielos;1114;1106;1363;2;PEATONAL;0;0; PLAZA DE MORA DE RUBIELOS;MORA DE RUBIELOS;74,30662786220;Plaza
Calle de Barbastro;1115;1107;1364;1;CICLOCALLES;-1;0; CALLE DE BARBASTRO;BARBASTRO;113,22726870400;Calle
Calle de la Esfinge;1116;1108;1364;1;CICLOCALLES;-1;0; CALLE DE LA ESFINGE;ESFINGE;67,99718999680;Calle
Calle de Fraga;1117;1109;1364;1;CICLOCALLES;-1;0; CALLE DE FRAGA;FRAGA;84,88563165000;Calle
Calle de la Raza;1118;1110;1364;1;CICLOCALLES;-1;0; CALLE DE LA RAZA;RAZA;297,09930654400;Calle
Plaza de Cupido;1119;1111;1365;1;CICLOCALLES;1;0; PLAZA DE CUPIDO;CUPIDO;37,28580705620;Plaza
Calle de la Esfinge;1120;1112;1366;1;CICLOCALLES;-1;0; CALLE DE LA ESFINGE;ESFINGE;64,40259351760;Calle
Calle del Conde de las Posadas;1121;1113;1369;1;CICLOCALLES;-1;0; CALLE DEL CONDE DE LAS POSADAS;CONDE DE LAS POSADAS;325,58338782300;Calle
Calle de Luis de la Mata;1122;1114;1370;1;CICLOCALLES;1;0; CALLE DE LUIS DE LA MATA;LUIS DE LA MATA;287,66222249100;Calle
;1123;1115;1371;1;CICLOCALLES;0;0;;;131,97497527100;
Calle de Moreruela;1124;1116;1373;1;CICLOCALLES;0;1; CALLE DE MORERUELA;MORUELA;94,98222254490;Calle
;1125;1117;1374;2;PEATONAL;0;0;;PASARELA PEATONAL;113,79885185800;
;1126;1118;1375;2;PEATONAL;0;0;;PASARELA PEATONAL;114,45373247800;
Avenida de la Paz;1127;1119;1380;2;PEATONAL;0;0; AVENIDA DE LA PAZ;PAZ;15,99770181160;Avenida
Calle de Guadalajara;1128;1120;1381;1;CICLOCALLES;-1;0; CALLE DE GUADALAJARA;GUADALAJARA;553,66626055700;Calle
Calle de Guare±a;1129;1121;1382;1;CICLOCALLES;0;1; CALLE DE GUAREÑA;GUAREÐA;547,76535851900;Calle
Calle de la Vidauba;1130;1122;1383;1;CICLOCALLES;0;1; CALLE DE LA VIDAUBA;VIDAUBA;138,49765479100;Calle
Calle de la Duquesa de Parcent;1131;1123;1384;1;CICLOCALLES;0;1; CALLE DE LA DUQUESA DE PARCENT;DUQUESA DE PARCENT;170,82886558200;Calle
Calle de Gando;1132;1124;1385;1;CICLOCALLES;-1;0; CALLE DE GANDO;GANDO;198,89196507400;Calle
