nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng;tipoVia
Calle de Monse±or Oscar Romero;120;117;99;2;PEATONAL;0;0; CALLE DE MONSEÑOR OSCAR ROMERO;MONSEÐOR ROMERO;57,58996424580;Calle
Calle de la Alhambra;121;118;100;2;PEATONAL;0;0; CALLE DE LA ALHAMBRA;ALAMBRA;179,18298474100;Calle
Paseo de la Puerta del Batßn;122;119;101;1;CICLOCALLES;0;1; PASEO DE LA PUERTA DEL BATÁN;PUERTA DEL BATAN;498,51908289400;Paseo
Calle de Alverja;123;120;102;1;CICLOCALLES;0;1; CALLE DE ALVERJA;ALVERJA;130,91042350100;Calle
Calle de Sep·lveda;124;121;103;1;CICLOCALLES;1;0; CALLE DE SEP·LVEDA;SEPULVEDA;249,27192173800;Calle
Calle del Concierto;125;122;104;1;CICLOCALLES;-1;0; CALLE DEL CONCIERTO;CONCIERTO;94,21103342970;Calle
Calle de Almazßn;126;123;105;1;CICLOCALLES;1;0; CALLE DE ALMAZÁN;ALMAZAN;246,43132921600;Calle
;127;124;106;1;CICLOCALLES;0;0;;;132,33207294400;
Calle de la Huerta de Casta±eda;128;125;107;2;PEATONAL;0;0; CALLE DE LA HUERTA DE CASTAÑEDA;HUERTA DE CASTAÐEDA;71,73379351410;Calle
Calle de Riocabado;129;126;108;1;CICLOCALLES;-1;0; CALLE DE RIOCABADO;RIOCABADO;303,19878135500;Calle
Calle de Riocabado;130;127;109;1;CICLOCALLES;1;0; CALLE DE RIOCABADO;RIOCABADO;354,41727129400;Calle
Calle de Carlos Fuentes;131;128;110;2;PEATONAL;0;0; CALLE DE CARLOS FUENTES;CARLOS FUENTES;54,34951477900;Calle
Calle de H·mera;132;129;111;1;CICLOCALLES;1;0; CALLE DE H·MERA;HUMERA;217,74899452700;Calle
Calle de H·mera;133;130;112;1;CICLOCALLES;-1;0; CALLE DE H·MERA;HUMERA;198,28796162100;Calle
Senda Real;134;131;113;2;PEATONAL;0;0; SENDA REAL;SENDA REAL;294,96374241000;Senda
Avenida del Cardenal Herrera Oria;135;132;114;2;PEATONAL;0;0; AVENIDA DEL CARDENAL HERRERA ORIA;CARDENAL HERRERA ORIA;183,64587423200;Avenida
Calle del Doctor Carmena Ruiz;136;133;115;1;CICLOCALLES;1;0; CALLE DEL DOCTOR CARMENA RUIZ;DOCTOR CARMINA RUIZ;167,14498804800;Calle
Calle de la Colegiata;137;134;116;1;CICLOCALLES;1;0; CALLE DE LA COLEGIATA;COLEGIATA;261,57030797500;Calle
Plaza de Tirso de Molina;138;135;116;1;CICLOCALLES;1;0; PLAZA DE TIRSO DE MOLINA;TIRSO DE MOLINA;168,45222870900;Plaza
Calle del Casino;139;136;117;1;CICLOCALLES;1;0; CALLE DEL CASINO;CASINO;324,28646938200;Calle
Calle de Tribulete;140;137;117;1;CICLOCALLES;1;0; CALLE DE TRIBULETE;TRIBULETE;272,94734046400;Calle
Calle del Pez;141;138;119;1;CICLOCALLES;1;0; CALLE DEL PEZ;PEZ;522,63277271600;Calle
Calle de Gotarrendura;142;139;120;1;CICLOCALLES;-1;0; CALLE DE GOTARRENDURA;GOTARRENDURA;115,99419778200;Calle
Calle de Gotarrendura;143;140;121;1;CICLOCALLES;1;0; CALLE DE GOTARRENDURA;GOTARRENDURA;118,70035670100;Calle
Calle de Preciados;144;141;122;2;PEATONAL;0;0; CALLE DE PRECIADOS;PRECIADOS;510,03631381300;Calle
Calle del Carmen;145;142;123;2;PEATONAL;0;0; CALLE DEL CARMEN;CARMEN;346,46001400500;Calle
Calle de la Corredera Baja de San Pablo;146;143;124;1;CICLOCALLES;-1;0; CALLE DE LA CORREDERA BAJA DE SAN PABLO;CORREDERA BAJA DE SAN PABLO;363,60821819000;Calle
Calle de los Tudescos;147;144;124;1;CICLOCALLES;-1;0; CALLE DE LOS TUDESCOS;TUDESCOS;140,07853030600;Calle
Calle de Carretas;148;145;125;1;CICLOCALLES;1;0; CALLE DE CARRETAS;CARRETAS;248,18882274100;Calle
Paseo de San Illßn;149;146;126;1;CICLOCALLES;-1;0; PASEO DE SAN ILLÁN;SAN ILLAN;602,16645694300;Paseo
Calle de Garcilaso;150;147;127;1;CICLOCALLES;-1;0; CALLE DE GARCILASO;GARCILASO;55,81323441660;Calle
Calle de la Batalla del Salado;152;149;128;1;CICLOCALLES;1;0; CALLE DE LA BATALLA DEL SALADO;BATALLA DE SALADO;862,85798238700;Calle
Calle de Amparo Usera;153;150;129;1;CICLOCALLES;-1;0; CALLE DE AMPARO USERA;AMPARO USERA;439,82063096800;Calle
Calle del Cristo de la Victoria;154;151;130;1;CICLOCALLES;1;0; CALLE DEL CRISTO DE LA VICTORIA;CRISTO DE LA VICTORIA;485,38092193500;Calle
Calle de Enrique Fuentes;155;152;131;1;CICLOCALLES;1;0; CALLE DE ENRIQUE FUENTES;ENRIQUE FUENTES;85,91557736610;Calle
Calle de Moratines;156;153;132;1;CICLOCALLES;0;1; CALLE DE MORATINES;MORATINES;358,20950038700;Calle
Calle del Amor Hermoso;157;154;133;1;CICLOCALLES;1;0; CALLE DEL AMOR HERMOSO;AMOR HERMOSO;740,57226579400;Calle
Calle del Cristo de la Victoria;158;155;133;1;CICLOCALLES;1;0; CALLE DEL CRISTO DE LA VICTORIA;CRISTO DE LA VICTORIA;76,94025822750;Calle
Calle de Jer¾nimo de la Quintana;159;156;134;1;CICLOCALLES;1;0; CALLE DE JERÓNIMO DE LA QUINTANA;JERONIMA QUINTANA;151,59320037500;Calle
Calle de RodrÝguez San Pedro;160;157;134;1;CICLOCALLES;1;0; CALLE DE RODRÍGUEZ SAN PEDRO;RODRIGUEZ SAN PEDRO;1002,49873732000;Calle
Calle del General Lacy;161;158;135;1;CICLOCALLES;1;0; CALLE DEL GENERAL LACY;GENERAL LACY;484,68646305800;Calle
Paseo del Quince de Mayo;162;159;136;2;PEATONAL;0;0; PASEO DEL QUINCE DE MAYO;QUINCE DE MAYO;183,76950519300;Paseo
Calle de Manuel Noya;163;160;137;1;CICLOCALLES;-1;0; CALLE DE MANUEL NOYA;MANUEL NOYA;117,89765969600;Calle
Calle de Marcelo Usera;164;161;137;1;CICLOCALLES;-1;0; CALLE DE MARCELO USERA;MARCELO USERA;419,86979116400;Calle
Calle de la Marquesa de Silvela;165;162;137;1;CICLOCALLES;-1;0; CALLE DE LA MARQUESA DE SILVELA;MARQUESA DE SILVELA;321,82881259600;Calle
Paseo de Santa MarÝa de la Cabeza;166;163;137;1;CICLOCALLES;-1;0; PASEO DE SANTA MARÍA DE LA CABEZA;SANTA MARIA DE LA CABEZA;109,66179320800;Paseo
Calle del Arroyo Opa±el;167;164;138;1;CICLOCALLES;1;0; CALLE DEL ARROYO OPAÑEL;ARROYO DE OPAÐEL;453,42721778500;Calle
Calle de Eusebio Morßn;168;165;140;1;CICLOCALLES;-1;0; CALLE DE EUSEBIO MORÁN;EUSEBIO MORAN;49,14962356350;Calle
Calle VÝa Lusitana;169;166;141;1;CICLOCALLES;-1;0; CALLE VÍA LUSITANA;VIA LUSITANA;202,92262942800;Calle
Calle de Mercedes Arteaga;170;167;142;1;CICLOCALLES;0;1; CALLE DE MERCEDES ARTEAGA;MERCEDES ARTEAGA;316,59927248900;Calle
Plaza de Fernßndez Ladreda;171;168;143;2;PEATONAL;0;0; PLAZA DE FERNÁNDEZ LADREDA;FERNANDEZ LADREDA;183,76508242600;Plaza
Calle VÝa Lusitana;172;169;143;2;PEATONAL;0;0; CALLE VÍA LUSITANA;VIA LUSITANA;168,18668964200;Calle
Calle de Fernando Gonzßlez;173;170;144;1;CICLOCALLES;1;0; CALLE DE FERNANDO GONZÁLEZ;FERNANDO GONZALEZ;200,94065517800;Calle
Calle de Josefa Fernßndez Buterga;174;171;144;1;CICLOCALLES;1;0; CALLE DE JOSEFA FERNÁNDEZ BUTERGA;JOSEFA FERNANDEZ BUTERGA;147,28508654900;Calle
Calle del Radio;175;172;144;1;CICLOCALLES;1;0; CALLE DEL RADIO;RADIO;304,93863853800;Calle
Calle del Camino Viejo de LeganÚs;176;173;145;1;CICLOCALLES;1;0; CALLE DEL CAMINO VIEJO DE LEGANÚS;CAMINO VIEJO DE LEGANES;815,98621688900;Calle
Calle de Alejandro Gonzßlez;177;174;146;1;CICLOCALLES;1;0; CALLE DE ALEJANDRO GONZÁLEZ;ALEJANDRO SANCHEZ;323,20417640500;Calle
Calle del Gorri¾n;178;175;147;1;CICLOCALLES;-1;0; CALLE DEL GORRIÓN;GORRION;235,46296449000;Calle
Calle del AlfÚrez Juan Usera;179;176;148;1;CICLOCALLES;1;0; CALLE DEL ALFÚREZ JUAN USERA;ALFEREZ JUAN USERA;44,61351668370;Calle
Calle de Zaida;180;177;149;1;CICLOCALLES;0;1; CALLE DE ZAIDA;ZAIDA;611,49403280500;Calle
Calle del Valle de Oro;181;178;150;1;CICLOCALLES;1;0; CALLE DEL VALLE DE ORO;VALLE DE ORO;774,05353120400;Calle
Calle de la VÝa;182;179;150;1;CICLOCALLES;-1;0; CALLE DE LA VÍA;VIA;463,34727143800;Calle
Calle de Nicolßs Morales;183;180;152;1;CICLOCALLES;-1;0; CALLE DE NICOLÁS MORALES;NICOLAS MORALES;242,68743496100;Calle
Calle de la T¾rtola;184;181;152;1;CICLOCALLES;-1;0; CALLE DE LA TÓRTOLA;TORTOLA;110,19354410600;Calle
Calle de Matilde Hernßndez;185;182;153;1;CICLOCALLES;-1;0; CALLE DE MATILDE HERNÁNDEZ;MATILDE HERNANDEZ;385,28924812400;Calle
Calle de la Gaviota;186;183;154;1;CICLOCALLES;-1;0; CALLE DE LA GAVIOTA;GAVIOTA;199,10218242700;Calle
Calle de Zaida;187;184;155;1;CICLOCALLES;0;1; CALLE DE ZAIDA;ZAIDA;278,52667972600;Calle
Calle de Carlos Dabßn;188;185;156;1;CICLOCALLES;1;0; CALLE DE CARLOS DABÁN;CARLOS DABAN;169,68208248100;Calle
Calle de Carlos Dabßn;189;186;157;1;CICLOCALLES;0;1; CALLE DE CARLOS DABÁN;CARLOS DABAN;101,14101899600;Calle
Calle del Arroyo Valdecelada;190;187;158;1;CICLOCALLES;1;0; CALLE DEL ARROYO VALDECELADA;ARROYO VALDECELADA;165,05001084900;Calle
Calle de Carlos Dabßn;191;188;158;1;CICLOCALLES;1;0; CALLE DE CARLOS DABÁN;CARLOS DABAN;71,30120898330;Calle
Calle de Zaida;192;189;159;1;CICLOCALLES;0;1; CALLE DE ZAIDA;ZAIDA;30,74324343550;Calle
Calle de Portalegre;193;190;164;1;CICLOCALLES;0;1; CALLE DE PORTALEGRE;PORTALEGRE;114,08545243400;Calle
Calle de Portalegre;194;191;165;1;CICLOCALLES;-1;0; CALLE DE PORTALEGRE;PORTALEGRE;269,91344945300;Calle
Calle del Comandante Fontanes;195;192;167;1;CICLOCALLES;-1;0; CALLE DEL COMANDANTE FONTANES;COMANDANTE FONTANES;405,37429935500;Calle
Calle de Sallaberry;196;193;167;1;CICLOCALLES;-1;0; CALLE DE SALLABERRY;SALLABERRY;47,70378284120;Calle
;197;194;168;2;PEATONAL;0;0;;;76,35308517700;
Calle de San Pompeyo;198;195;169;2;PEATONAL;0;0; CALLE DE SAN POMPEYO;SAN POMPEYO;33,57534461510;Calle
Plaza de Fernßndez Ladreda;199;196;170;2;PEATONAL;0;0; PLAZA DE FERNÁNDEZ LADREDA;FERNANDEZ LADREDA;49,75726282650;Plaza
Manzanares;200;197;172;2;PEATONAL;0;0; MANZANARES;MANZANARES;336,72257425400;
Calle de la Inmaculada Concepci¾n;201;198;173;1;CICLOCALLES;1;0; CALLE DE LA INMACULADA CONCEPCIÓN;INMACULADA CONCEPCION;699,74774325300;Calle
Calle de Manuel Noya;202;199;174;1;CICLOCALLES;0;1; CALLE DE MANUEL NOYA;MANUEL NOYA;130,92656557100;Calle
Calle de Tomßs Meabe;203;200;175;1;CICLOCALLES;1;0; CALLE DE TOMÁS MEABE;TOMAS MEABE;304,58236004300;Calle
Calle de Salasierra;204;201;177;1;CICLOCALLES;1;0; CALLE DE SALASIERRA;SALASIERRA;155,06134531300;Calle
Calle de Antonio de Leyva;205;202;178;1;CICLOCALLES;1;0; CALLE DE ANTONIO DE LEYVA;ANTONIO DE LEYVA;60,97841906360;Calle
Calle de Baleares;206;203;180;1;CICLOCALLES;1;0; CALLE DE BALEARES;BALEARES;554,43549124200;Calle
Calle de Manuel Noya;207;204;182;1;CICLOCALLES;0;1; CALLE DE MANUEL NOYA;MANUEL NOYA;53,61046386800;Calle
Calle de Sorbe;208;205;183;1;CICLOCALLES;1;0; CALLE DE SORBE;SORBE;51,15222764110;Calle
Calle de Antonio de Leyva;209;206;184;1;CICLOCALLES;1;0; CALLE DE ANTONIO DE LEYVA;ANTONIO LEYVA;24,27170793800;Calle
Glorieta del MarquÚs de Vadillo;210;207;185;2;PEATONAL;0;0; GLORIETA DEL MARQUÉS DE VADILLO;MARQUES DE VADILLO;314,74560240100;Glorieta
Calle de Julißn Gonzßlez;211;208;186;1;CICLOCALLES;1;0; CALLE DE JULIÁN GONZÁLEZ;JULIAN GONZALEZ;63,75740204380;Calle
Calle del General Ricardos;212;209;187;1;CICLOCALLES;1;0; CALLE DEL GENERAL RICARDOS;GENERAL RICARDOS;42,21714206630;Calle
Calle del General Ricardos;213;210;189;2;PEATONAL;0;0; CALLE DEL GENERAL RICARDOS;GENERAL RICARDOS;44,30803886220;Calle
Manzanares;214;211;190;2;PEATONAL;0;0; MANZANARES;MANZANARES;92,53038342630;
Avenida de la Emperatriz Isabel;215;212;191;1;CICLOCALLES;1;0; AVENIDA DE LA EMPERATRIZ ISABEL;EMPERATRIZ ISABEL;247,60423874500;Avenida
Paseo del Quince de Mayo;216;213;192;1;CICLOCALLES;1;0; PASEO DEL QUINCE DE MAYO;QUINCE DE MAYO;259,58161744200;Paseo
Paseo de San Illßn;217;214;193;2;PEATONAL;0;0; PASEO DE SAN ILLÁN;SAN ILLAN;126,07494173400;Paseo
Calle de San Marcos;218;215;194;1;CICLOCALLES;1;0; CALLE DE SAN MARCOS;SAN MARCOS;115,62224565700;Calle
Calle de la Libertad;219;216;195;1;CICLOCALLES;1;0; CALLE DE LA LIBERTAD;LIBERTAD;180,73025241600;Calle
Calle de Luis de G¾ngora;220;217;195;1;CICLOCALLES;1;0; CALLE DE LUIS DE GÓNGORA;LUIS DE GONGORA;112,51552424000;Calle
Calle de Jacinto Verdaguer;221;218;196;1;CICLOCALLES;0;1; CALLE DE JACINTO VERDAGUER;JACINTO VERDAGUER;221,71258111700;Calle
Calle de Toledo;222;219;198;2;PEATONAL;0;0; CALLE DE TOLEDO;TOLEDO;320,47158417000;Calle
Paseo de Santa MarÝa de la Cabeza;223;220;199;2;PEATONAL;0;0; PASEO DE SANTA MARÍA DE LA CABEZA;SANTA MARIA DE LA CABEZA;174,20514018800;Paseo
Calle de Juan Espa±ol;224;221;200;1;CICLOCALLES;-1;0; CALLE DE JUAN ESPAÑOL;JUAN ESPAÐOL;446,52241299600;Calle
Manzanares;225;222;201;2;PEATONAL;0;0; MANZANARES;MANZANARES;89,33782036100;
Parque del Oeste;229;226;204;2;PEATONAL;0;0; PARQUE DEL OESTE;PARQUE DEL OESTE;374,99290264900;
Paseo del Pintor Rosales;230;227;204;2;PEATONAL;0;0; PASEO DEL PINTOR ROSALES;PINTOR ROSALES;172,97383623100;Paseo
Manzanares;231;228;205;2;PEATONAL;0;0; MANZANARES;MADRID RIO;181,94126882800;
Plaza de Oriente;232;229;206;2;PEATONAL;0;0; PLAZA DE ORIENTE;ORIENTE;169,17184942300;Plaza
Paseo del Rey;233;230;207;1;CICLOCALLES;1;0; PASEO DEL REY;REY;592,90479268400;Paseo
Calle de los Chulapos;234;231;208;1;CICLOCALLES;1;0; CALLE DE LOS CHULAPOS;CHULAPOS;138,47276417700;Calle
Paseo de la Puerta del ?ngel;235;232;209;1;CICLOCALLES;1;0; PASEO DE LA PUERTA DEL ÁNGEL;PUERTA DEL ANGEL;216,64590600100;Paseo
Calle de Altamirano;236;233;210;1;CICLOCALLES;1;0; CALLE DE ALTAMIRANO;ALTAMIRANO;549,71081687700;Calle
Calle de Ruy Gonzßlez de Clavijo;237;234;211;1;CICLOCALLES;-1;0; CALLE DE RUY GONZÁLEZ DE CLAVIJO;RUY GONZALEZ DE CLAVIJO;154,43014684600;Calle
Calle de la Rosaleda;238;235;212;1;CICLOCALLES;-1;0; CALLE DE LA ROSALEDA;ROSALEDA;639,68712167300;Calle
Calle del Buen Suceso;239;236;213;1;CICLOCALLES;1;0; CALLE DEL BUEN SUCESO;BUEN SUCESO;442,90794430900;Calle
Calle de Trujillos;240;237;214;1;CICLOCALLES;1;0; CALLE DE TRUJILLOS;TRUJILLOS;135,16763465800;Calle
Calle de Santa ?rsula;241;238;215;1;CICLOCALLES;-1;0; CALLE DE SANTA ÁRSULA;SANTA URSULA;180,85481667600;Calle
Calle de Caramuel;242;239;216;1;CICLOCALLES;0;1; CALLE DE CARAMUEL;CARAMUEL;636,39502444700;Calle
Calle de Antonio Zamora;243;240;217;1;CICLOCALLES;-1;0; CALLE DE ANTONIO ZAMORA;ANTONIO ZAMORA;483,17636743100;Calle
Calle de Caramuel;244;241;218;1;CICLOCALLES;0;1; CALLE DE CARAMUEL;CARAMUEL;170,14475153500;Calle
Paseo de la Puerta del ?ngel;245;242;219;1;CICLOCALLES;0;1; PASEO DE LA PUERTA DEL ÁNGEL;PUERTA DEL ANGEL;312,42890065200;Paseo
Calle de Fruela;246;243;220;1;CICLOCALLES;-1;0; CALLE DE FRUELA;FRUELA;145,46000837400;Calle
Paseo de la Puerta del ?ngel;247;244;221;1;CICLOCALLES;0;1; PASEO DE LA PUERTA DEL ÁNGEL;PUERTA DEL ANGEL;209,77370397200;Paseo
Manzanares;248;245;222;2;PEATONAL;0;0; MANZANARES;MANZANARES;19,99536493690;
Puente de Segovia;249;246;223;2;PEATONAL;0;0; PUENTE DE SEGOVIA;PUENTE DE SEGOVIA;107,13140307800;Puente
Puente de Segovia;250;247;224;2;PEATONAL;0;0; PUENTE DE SEGOVIA;PUENTE DE SEGOVIA;109,53496243900;Puente
Avenida de Portugal;251;248;225;2;PEATONAL;0;0; AVENIDA DE PORTUGAL;PORTUGAL;49,65732663590;Avenida
Calle de San Pol de Mar;252;249;227;1;CICLOCALLES;-1;0; CALLE DE SAN POL DE MAR;SAN POL DEL MAR;145,94851606700;Calle
Calle de Francisco y Jacinto Alcßntara;253;250;228;2;PEATONAL;0;0; CALLE DE FRANCISCO Y JACINTO ALCÁNTARA;FRANCISCO Y JACINTO DE ALCANTARA;214,49690469600;Calle
Glorieta de San Antonio de la Florida;254;251;228;2;PEATONAL;0;0; GLORIETA DE SAN ANTONIO DE LA FLORIDA;SAN ANTONIO DE LA FLORIDA;121,99156455600;Glorieta
Calle de Francisco y Jacinto Alcßntara;255;252;229;1;CICLOCALLES;-1;0; CALLE DE FRANCISCO Y JACINTO ALCÁNTARA;FRANCISCO Y JACINTO DE ALCANTARA;222,14005858900;Calle
Casa de Campo;256;253;230;1;CICLOCALLES;-1;0; CASA DE CAMPO;CASA DE CAMPO;194,33488997600;
Calle de Santa Pola;257;254;232;1;CICLOCALLES;1;0; CALLE DE SANTA POLA;SANTA POLA;139,19498170700;Calle
Calle de Santa Fe;258;255;233;1;CICLOCALLES;0;1; CALLE DE SANTA FE;SANTAFE;91,33679031150;Calle
Calle de Santa Pola;259;256;234;2;PEATONAL;0;0; CALLE DE SANTA POLA;SANTA POLA;39,89977909830;Calle
Manzanares;260;257;235;2;PEATONAL;0;0; MANZANARES;MANZANARES;83,00181563980;
Glorieta de San Antonio de la Florida;261;258;236;1;CICLOCALLES;0;1; GLORIETA DE SAN ANTONIO DE LA FLORIDA;SAN ANTONIO DE LA FLORIDA;161,84598072000;Glorieta
Manzanares;262;259;238;2;PEATONAL;0;0; MANZANARES;MANZANARES;50,71179244330;
Paseo del Pintor Rosales;263;260;239;2;PEATONAL;0;0; PASEO DEL PINTOR ROSALES;PINTOR ROSALES;191,47311256400;Paseo
Calle de Francisco y Jacinto Alcßntara;264;261;240;1;CICLOCALLES;0;1; CALLE DE FRANCISCO Y JACINTO ALCÁNTARA;FRANCISCO Y JACINTO DE ALCANTARA;208,79048141300;Calle
Calle de San Isidro de Sevilla;267;264;243;1;CICLOCALLES;1;0; CALLE DE SAN ISIDRO DE SEVILLA;SAN ISIDORO DE SEVILLA;158,79865657700;Calle
Calle de Santa Casilda;268;265;243;1;CICLOCALLES;1;0; CALLE DE SANTA CASILDA;SANTA CASILDA;185,83370070700;Calle
Calle de Bercial;269;266;244;2;PEATONAL;0;0; CALLE DE BERCIAL;BERCIAL;26,77588677330;Calle
Calle de San Dßmaso;270;267;245;1;CICLOCALLES;-1;0; CALLE DE SAN DÁMASO;SAN DAMASO;153,83291662800;Calle
Ronda de Toledo;274;271;249;2;PEATONAL;0;0; RONDA DE TOLEDO;TOLEDO;87,00974217370;Ronda
Calle de los Tintoreros;275;272;250;1;CICLOCALLES;0;1; CALLE DE LOS TINTOREROS;TINTOREROS;32,71258069030;Calle
Plaza del Comandante las Morenas;276;273;252;1;CICLOCALLES;1;0; PLAZA DEL COMANDANTE LAS MORENAS;COMANDANTE LAS MORENAS;48,28976945470;Plaza
Plaza de Puerta Cerrada;277;274;253;1;CICLOCALLES;1;0; PLAZA DE PUERTA CERRADA;PUERTA CERRADA;45,54831100110;Plaza
Calle de San QuintÝn;278;275;254;1;CICLOCALLES;-1;0; CALLE DE SAN QUINTÍN;SAN QUINTIN;30,82619251120;Calle
Calle del Roble;279;276;255;1;CICLOCALLES;1;0; CALLE DEL ROBLE;ROBLE;131,27772423700;Calle
Calle de Carlos III;280;277;256;2;PEATONAL;0;0; CALLE DE CARLOS III;CARLOS III;82,95900360620;Calle
Calle de Lepanto;281;278;257;1;CICLOCALLES;0;1; CALLE DE LEPANTO;LEPANTO;66,26474903600;Calle
Calle de las Fuentes;282;279;258;1;CICLOCALLES;1;0; CALLE DE LAS FUENTES;FUENTES;167,26351304000;Calle
Calle de Ventura RodrÝguez;283;280;259;1;CICLOCALLES;1;0; CALLE DE VENTURA RODRÍGUEZ;VENTURA RODRIGUEZ;227,37269127200;Calle
Calle de Bernardo L¾pez GarcÝa;284;281;260;1;CICLOCALLES;1;0; CALLE DE BERNARDO LÓPEZ GARCÍA;BERNARDO LOPEZ GARCIA;169,64638397400;Calle
TravesÝa del Conde Duque;285;282;261;1;CICLOCALLES;1;0; TRAVESÍA DEL CONDE DUQUE;CONDE DUQUE;208,61806831600;
Calle de Calamocha;286;283;263;1;CICLOCALLES;1;0; CALLE DE CALAMOCHA;ALAMO;90,49374684090;Calle
Calle de Amaniel;287;284;263;1;CICLOCALLES;1;0; CALLE DE AMANIEL;AMANIEL;501,97311744900;Calle
Calle de Luisa Fernanda;288;285;264;1;CICLOCALLES;-1;0; CALLE DE LUISA FERNANDA;LUISA FERNANDA;82,49338360580;Calle
Calle de Tutor;289;286;264;1;CICLOCALLES;-1;0; CALLE DE TUTOR;TUTOR;282,56142977800;Calle
Calle de Juan ?lvarez Mendizßbal;290;287;265;1;CICLOCALLES;-1;0; CALLE DE JUAN ÁLVAREZ MENDIZÁBAL;JUAN ALVAREZ MENDIZABAL;579,98277974500;Calle
Plaza de Cristino Martos;291;288;266;1;CICLOCALLES;-1;0; PLAZA DE CRISTINO MARTOS;CRISTO MARTOS;32,55537777260;Plaza
Calle del Duque de Liria;292;289;266;1;CICLOCALLES;-1;0; CALLE DEL DUQUE DE LIRIA;DUQUE DE LIRIA;208,18693524500;Calle
Calle de San Bernardino;293;290;266;1;CICLOCALLES;-1;0; CALLE DE SAN BERNARDINO;SAN BERNARDINO;270,03263236100;Calle
Calle de las Negras;294;291;267;1;CICLOCALLES;1;0; CALLE DE LAS NEGRAS;NEGRAS;64,43739102670;Calle
Paseo del Rey;295;292;270;1;CICLOCALLES;0;1; PASEO DEL REY;REY;302,01110882200;Paseo
Calle de Evaristo San Miguel;296;293;271;1;CICLOCALLES;1;0; CALLE DE EVARISTO SAN MIGUEL;EVARISTO SAN MIGUEL;360,39327002600;Calle
Glorieta de San Vicente;297;294;272;1;CICLOCALLES;0;1; GLORIETA DE SAN VICENTE;SAN VICENTE;193,62883705200;Glorieta
Calle de MartÝn de los Heros;298;295;274;1;CICLOCALLES;-1;0; CALLE DE MARTÍN DE LOS HEROS;MARTIN DE LOS HEROS;157,72384403700;Calle
Calle de Alberto Aguilera;299;296;276;2;PEATONAL;0;0; CALLE DE ALBERTO AGUILERA;ALBERTO AGUILERA;152,99397227200;Calle
Calle de la Princesa;300;297;276;2;PEATONAL;0;0; CALLE DE LA PRINCESA;PRINCESA;106,72192785400;Calle
Avenida de Portugal;301;298;280;1;CICLOCALLES;-1;0; AVENIDA DE PORTUGAL;PORTUGAL;49,26807989880;Avenida
Calle de Saavedra Fajardo;302;299;280;1;CICLOCALLES;-1;0; CALLE DE SAAVEDRA FAJARDO;SAAVEDRA FAJARDO;280,78439092600;Calle
Plaza de Santo Domingo;303;300;283;1;CICLOCALLES;1;0; PLAZA DE SANTO DOMINGO;SANTO DOMINGO;62,55914639670;Plaza
Calle de Jacometrezo;304;301;284;1;CICLOCALLES;-1;0; CALLE DE JACOMETREZO;JACOMETREZO;164,15716533900;Calle
Calle de Isabel la Cat¾lica;305;302;285;1;CICLOCALLES;1;0; CALLE DE ISABEL LA CATÓLICA;ISABEL LA CATOLICA;210,57682116300;Calle
Calle de Fuencarral;306;303;286;1;CICLOCALLES;1;0; CALLE DE FUENCARRAL;FUENCARRAL;982,41260616400;Calle
Calle del RÝo;307;304;287;1;CICLOCALLES;1;0; CALLE DEL RÍO;RIO;108,48166973100;Calle
Calle de la Bola;308;305;288;1;CICLOCALLES;1;0; CALLE DE LA BOLA;BOLA;212,08864117500;Calle
Calle de Juan del Risco;309;306;289;1;CICLOCALLES;1;0; CALLE DE JUAN DEL RISCO;JUAN DEL RISCO;393,29187037200;Calle
Calle de la Bola;310;307;290;2;PEATONAL;-1;0; CALLE DE LA BOLA;BOLA;44,55708779150;Calle
Plaza de Santo Domingo;311;308;292;1;CICLOCALLES;0;1; PLAZA DE SANTO DOMINGO;SANTO DOMINGO;73,08982292850;Plaza
Calle de Guillermo Rolland;312;309;294;1;CICLOCALLES;1;0; CALLE DE GUILLERMO ROLLAND;GILLERMO ROLLAND;107,84454196300;Calle
Calle del Reloj;313;310;294;1;CICLOCALLES;1;0; CALLE DEL RELOJ;RELOJ;173,39365358400;Calle
Calle de Leganitos;314;311;295;1;CICLOCALLES;1;0; CALLE DE LEGANITOS;LEGANITOS;49,39585986690;Calle
Plaza de Espa±a;315;312;296;2;PEATONAL;0;0; PLAZA DE ESPAÑA;ESPAÐA;257,16180079500;Plaza
Calle de Veneras;316;313;298;1;CICLOCALLES;1;0; CALLE DE VENERAS;VENERAS;83,54779914460;Calle
Calle de la Palma;317;314;299;1;CICLOCALLES;1;0; CALLE DE LA PALMA;PALMA;701,82644934800;Calle
Calle de los Embajadores;318;315;303;1;CICLOCALLES;1;0; CALLE DE LOS EMBAJADORES;EMBAJADORES;308,23353284400;Calle
Calle de Puerto Serrano;319;316;304;1;CICLOCALLES;-1;0; CALLE DE PUERTO SERRANO;PUERTO SERRANO;161,29957064100;Calle
Calle de la Vidauba;320;317;305;1;CICLOCALLES;0;1; CALLE DE LA VIDAUBA;VIDAUBA;465,75234039800;Calle
Calle de Juan de Mariana;321;318;306;1;CICLOCALLES;1;0; CALLE DE JUAN DE MARIANA;JUAN DE MARIANA;284,58162800700;Calle
