nombreOriginal;COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX;tipoVia;palabrasClave
UROLA;761000;CALLE;DEL; UROLA;UROLA;5;1;15;2;18;;UROLA
URUGUAY;761200;CALLE;DE; URUGUAY;URUGUAY;5;1;35;6;18;;URUGUAY
URUGUAY;905002;PASEO;DE; URUGUAY;URUGUAY;3;1;5;4;10;;URUGUAY
URUMEA;761300;CALLE;DEL; URUMEA;URUMEA;5;1;17;2;20;;URUMEA
USIACURI;761400;CALLE;DE; USIACURI;USIACURI;16;;;2;12;;USIACURI
UTEBO;2920;CALLE;DE; UTEBO;UTEBO;11;1;1;2;8;;UTEBO
UTRILLAS;761450;CALLE;DE; UTRILLAS;UTRILLAS;16;1;21;2;24;;UTRILLAS
VADO;761650;CALLE;DEL; VADO;VADO;12;1;1;;;;VADO
VADO DE SANTA CATALINA;761900;CALLE;DEL; VADO DE SANTA CATALINA;VADO DE SANTA CATALINA;2;;;;;;VADO SANTA CATALINA
VADO DE SANTA CATALINA;761900;CALLE;DEL; VADO DE SANTA CATALINA;VADO DE SANTA CATALINA;2;;;;;;VADO SANTA CATALINA
VADO DE SANTIAGO;761950;CALLE;DEL; VADO DE SANTIAGO;VADO DE SANTIAGO;17;1;1;2;10;;VADO SANTIAGO
VAGUADA;945;PASEO;DE LA; VAGUADA;VAGUADA;8;1;13;;;;VAGUADA
VAINILLA;975;CALLE;DE; VAINILLA;VAINILLA;10;1;15;2;20;;VAINILLA
VALCARLOS;2796;CALLE;DE; VALCARLOS;VALCARLOS;8;1;55;2;48;;VALCARLOS
VALCOTOS;842;CALLE;DE; VALCOTOS;VALCOTOS;9;1;55;2;40;;VALCOTOS
VALDEALCALA;905487;CAMINO;DE; VALDEALCALA;VALDEALCALÁ;8;;;;;;VALDEALCALA
VALDEBERNARDO;762525;CALLE;DE; VALDEBERNARDO;VALDEBERNARDO;14;1;45;2;26;;VALDEBERNARDO
VALDECALERAS;762575;CALLE;DE; VALDECALERAS;VALDECALERAS;16;1;21;2;18;;VALDECALERAS
VALDECANILLAS;762600;CALLE;DE; VALDECANILLAS;VALDECANILLAS;20;1;65;2;112;;VALDECANILLAS
VALDECARROS;906332;CAMINO;DE; VALDECARROS;VALDECARROS;18;25;33;46;86;;VALDECARROS
VALDECERBERO;905413;CAMINO;DE; VALDECERBERO;VALDECERBERO;8;27;53;4;4;;VALDECERBERO
VALDECULEBRA;905744;CAMINO;DE; VALDECULEBRA;VALDECULEBRA;18;;;;;;VALDECULEBRA
VALDECULEBRAS;31000574;AVENIDA;DE; VALDECULEBRAS;VALDECULEBRAS;18;1;265;4;234;;VALDECULEBRAS
VALDEGOVIA;762775;CALLE;DE; VALDEGOVIA;VALDEGOVIA;8;1;13;2;14;Via;VALDEGOVIA
VALDEGRULLA;905488;CAMINO;DE; VALDEGRULLA;VALDEGRULLA;8;7;7;;;;VALDEGRULLA
VALDEHERREROS;905621;CAMINO;DE; VALDEHERREROS;VALDEHERREROS;8;;;;;;VALDEHERREROS
VALDEHIGUERA;762925;CAMINO;DE; VALDEHIGUERA;VALDEHIGUERA;16;15;49;2;46;;VALDEHIGUERA
VALDELAGUNA;763000;CALLE;DE; VALDELAGUNA;VALDELAGUNA;2;;;;;;VALDELAGUNA
VALDELAMASA;763100;CALLE;DE; VALDELAMASA;VALDELAMASA;5;1;7;2;12;;VALDELAMASA
VALDELAMASA;763100;CALLE;DE; VALDELAMASA;VALDELAMASA;8;;;;;;VALDELAMASA
VALDELAMASA;905582;CAMINO;DE; VALDELAMASA;VALDELAMASA;8;31;69;;;;VALDELAMASA
VALDELAMASA A RASO DEL PATATAR;905637;CAMINO;DE; VALDELAMASA A RASO DEL PATATAR;VALDELAMASA A RASO DEL PATATAR;8;;;;;;VALDELAMASA RASO PATATAR
VALDELAMASA A VALDEALCALA;905648;CAMINO;DE; VALDELAMASA A VALDEALCALA;VALDELAMASA A VALDEALCALÁ;8;;;;;;VALDELAMASA VALDEALCALA
VALDELASIERRA;763200;CALLE;DE; VALDELASIERRA;VALDELASIERRA;2;1;15;2;10;;VALDELASIERRA
VALDELINARES;844;CALLE;DE; VALDELINARES;VALDELINARES;9;1;9;2;12;;VALDELINARES
VALDEMAQUEDA;763500;PASAJE;DE; VALDEMAQUEDA;VALDEMAQUEDA;5;1;5;2;10;;VALDEMAQUEDA
VALDEMARIN;763525;AVENIDA;DE; VALDEMARIN;VALDEMARÍN;9;1;169;2;158;;VALDEMARIN
VALDEMARIN;763525;AVENIDA;DE; VALDEMARIN;VALDEMARÍN;9;1;169;2;158;;VALDEMARIN
VALDEMINGOMEZ;905662;CARRETERA;DE; VALDEMINGOMEZ;VALDEMINGÓMEZ;18;1;205;;;;VALDEMINGOMEZ
VALDEMORILLO;763600;CALLE;DE; VALDEMORILLO;VALDEMORILLO;2;3;3;2;2;;VALDEMORILLO
VALDEPAJARES;763675;CAMINO;DE; VALDEPAJARES;VALDEPAJARES;21;;;;;;VALDEPAJARES
VALDEPEÑAS;763700;CALLE;DE; VALDEPEÑAS;VALDEPEÑAS;9;3;3;4;12;;VALDEPEÑAS
VALDEPERDICES;2247;GLORIETA;DE; VALDEPERDICES;VALDEPERDICES;18;;;;;;VALDEPERDICES
VALDERADUEY;763800;CALLE;DE; VALDERADUEY;VALDERADUEY;9;;;4;4;;VALDERADUEY
VALDERREBOLLO;2251;CALLE;DE; VALDERREBOLLO;VALDERREBOLLO;18;1;5;8;30;;VALDERREBOLLO
VALDERREY;763850;CALLE;DE; VALDERREY;VALDERREY;9;1;53;4;52;;VALDERREY
VALDERRIBAS;763900;CALLE;DE; VALDERRIBAS;VALDERRIBAS;3;1;107;2;96;;VALDERRIBAS
VALDERRIBAS;763900;CALLE;DE; VALDERRIBAS;VALDERRIBAS;3;1;107;2;96;;VALDERRIBAS
VALDERRIBAS;764000;CAMINO;DE; VALDERRIBAS;VALDERRIBAS;13;25;117;12;120;;VALDERRIBAS
VALDERRIBAS;764000;CAMINO;DE; VALDERRIBAS;VALDERRIBAS;13;25;117;12;120;;VALDERRIBAS
VALDERRIBAS;31005010;COLONIA;DE; VALDERRIBAS;VALDERRIBAS;;;;;;;VALDERRIBAS
VALDERROBRES;764500;CALLE;DE; VALDERROBRES;VALDERROBRES;20;1;37;2;18;;VALDERROBRES
VALDERROBRES;764500;CALLE;DE; VALDERROBRES;VALDERROBRES;20;1;37;2;18;;VALDERROBRES
VALDERRODRIGO;764550;CALLE;DE; VALDERRODRIGO;VALDERRODRIGO;9;1;67;2;88;;VALDERRODRIGO
VALDERROMAN;764575;CALLE;DE; VALDERROMAN;VALDERROMÁN;9;1;9;2;50;;VALDERROMAN
VALDESANGIL;764585;CALLE;DE; VALDESANGIL;VALDESANGIL;9;9;83;2;36;;VALDESANGIL
VALDESAZ;764600;CALLE;DE; VALDESAZ;VALDESAZ;18;1;15;2;16;;VALDESAZ
VALDESPINA;910;CALLE;DE; VALDESPINA;VALDESPINA;16;;;4;10;;VALDESPINA
VALDESQUI;850;CALLE;DE; VALDESQUI;VALDESQUÍ;9;1;53;4;16;;VALDESQUI
VALDETORRES DE JARAMA;764725;CALLE;DE; VALDETORRES DE JARAMA;VALDETORRES DE JARAMA;16;1;31;2;14;;VALDETORRES JARAMA
VALDEVARNES;764650;CALLE;DE; VALDEVARNES;VALDEVARNES;9;1;35;2;26;;VALDEVARNES
VALDEVERDEJA;764775;CALLE;DE; VALDEVERDEJA;VALDEVERDEJA;9;1;41;;;;VALDEVERDEJA
VALDEYEROS;765000;CALLE;DE; VALDEYEROS;VALDEYEROS;8;;;;;;VALDEYEROS
VALDEZA;1960;CAMINO;DE; VALDEZA;VALDEZA;9;;;;;;VALDEZA
VALDEZCARAY;843;CALLE;DE; VALDEZCARAY;VALDEZCARAY;9;1;9;2;12;;VALDEZCARAY
VALDILECHA;2432;PASAJE;DE; VALDILECHA;VALDILECHA;14;1;7;2;4;;VALDILECHA
VALDIVIESO;765400;CALLE;DE; VALDIVIESO;VALDIVIESO;9;1;31;2;36;;VALDIVIESO
VALDOVIN;765500;CALLE;DE; VALDOVIN;VALDOVÍN;5;1;9;2;4;;VALDOVIN
VALENCIA;765600;CALLE;DE; VALENCIA;VALENCIA;1;1;25;2;32;;VALENCIA
VALENCIA;765800;RONDA;DE; VALENCIA;VALENCIA;1;;;2;18;;VALENCIA
VALENCIA;765800;RONDA;DE; VALENCIA;VALENCIA;2;1;9;;;;VALENCIA
VALENCIA DE DON JUAN;765850;CALLE;DE; VALENCIA DE DON JUAN;VALENCIA DE DON JUAN;5;;;;;;VALENCIA DON JUAN
VALENCIA DE DON JUAN;765850;CALLE;DE; VALENCIA DE DON JUAN;VALENCIA DE DON JUAN;8;1;13;2;16;;VALENCIA DON JUAN
VALENTIN AGUIRRE;765900;CALLE;DE; VALENTIN AGUIRRE;VALENTÍN AGUIRRE;15;1;5;;;;VALENTIN AGUIRRE
VALENTIN BEATO;766000;CALLE;DE; VALENTIN BEATO;VALENTÍN BEATO;20;1;31;2;50;;VALENTIN BEATO
VALENTIN LLAGUNO;766100;CALLE;DE; VALENTIN LLAGUNO;VALENTÍN LLAGUNO;11;1;37;2;34;;VALENTIN LLAGUNO
VALENTIN SAN NARCISO;766200;CALLE;DE; VALENTIN SAN NARCISO;VALENTÍN SAN NARCISO;13;1;23;2;32;;VALENTIN SAN NARCISO
VALENTIN SERRANO;766300;CALLE;DE; VALENTIN SERRANO;VALENTÍN SERRANO;8;1;5;2;8;;VALENTIN SERRANO
VALENTINA MORALES;766500;CALLE;DE; VALENTINA MORALES;VALENTINA MORALES;16;1;5;2;16;;VALENTINA MORALES
VALENZUELA;766700;CALLE;DE; VALENZUELA;VALENZUELA;3;1;9;2;12;;VALENZUELA
VALERIA;766800;CALLE;DE; VALERIA;VALERIA;3;1;7;2;10;;VALERIA
VALERIANA;1704;CALLE;DE LA; VALERIANA;VALERIANA;11;1;3;2;6;;VALERIANA
VALGAME DIOS;767100;CALLE;DE; VALGAME DIOS;VÁLGAME DIOS;1;1;7;2;8;;VALGAME DIOS
VALHONDO;31000043;CALLE;DE; VALHONDO;VALHONDO;21;9;35;;;;VALHONDO
VALJAROSO;905418;CAMINO;DE; VALJAROSO;VALJAROSO;8;;;;;;VALJAROSO
VALLADOLID;767200;AVENIDA;DE; VALLADOLID;VALLADOLID;9;1;83;2;10;;VALLADOLID
VALLADOLID;767200;AVENIDA;DE; VALLADOLID;VALLADOLID;21;;;;;;VALLADOLID
VALLANDES;767300;CALLE;DE; VALLANDES;VALLANDES;12;1;9;2;12;;VALLANDES
VALLDEMOSA;879;CALLE;DE; VALLDEMOSA;VALLDEMOSA;9;1;47;2;34;;VALLDEMOSA
VALLE;767501;AVENIDA;DEL; VALLE;VALLE;7;1;25;2;44;Valle; 
VALLE DE ANSO;881;CALLE;DEL; VALLE DE ANSO;VALLE DE ANSÓ;9;1;13;2;34;Valle;ANSO
VALLE DE AÑISCLO;892;CALLE;DEL; VALLE DE AÑISCLO;VALLE DE AÑISCLO;9;;;6;8;Valle;AÑISCLO
VALLE DE AÑISCLO;892;CALLE;DEL; VALLE DE AÑISCLO;VALLE DE AÑISCLO;9;;;6;8;Valle;AÑISCLO
VALLE DE ARAN;767600;CALLE;DEL; VALLE DE ARAN;VALLE DE ARÁN;9;1;7;;;Valle;ARAN
VALLE DE ARCE;888;GLORIETA;DEL; VALLE DE ARCE;VALLE DE ARCE;8;;;;;Valle;ARCE
VALLE DE ARCE;888;GLORIETA;DEL; VALLE DE ARCE;VALLE DE ARCE;9;;;;;Valle;ARCE
VALLE DE BELAGUA;880;CALLE;DEL; VALLE DE BELAGUA;VALLE DE BELAGUA;9;1;49;2;16;Valle;BELAGUA
VALLE DE BERGANTIÑOS;890;CALLE;DEL; VALLE DE BERGANTIÑOS;VALLE DE BERGANTIÑOS;9;3;27;2;42;Valle;BERGANTIÑOS
VALLE DE BOI;31000349;CALLE;DEL; VALLE DE BOI;VALLE DE BOÍ;10;;;2;8;Valle;BOI
VALLE DE CACHEMIRA;882;CALLE;DEL; VALLE DE CACHEMIRA;VALLE DE CACHEMIRA;9;1;41;2;46;Valle;CACHEMIRA
VALLE DE CARDOS;884;CALLE;DEL; VALLE DE CARDOS;VALLE DE CARDOS;9;;;2;42;Valle;CARDOS
VALLE DE ENMEDIO;1406;CALLE;DEL; VALLE DE ENMEDIO;VALLE DE ENMEDIO;8;1;155;2;2;Valle;ENMEDIO
VALLE DE LA FUENFRIA;936;CALLE;DEL; VALLE DE LA FUENFRIA;VALLE DE LA FUENFRÍA;8;1;7;2;16;Valle;FUENFRIA
VALLE DE LA JAROSA;1414;PLAZA;DEL; VALLE DE LA JAROSA;VALLE DE LA JAROSA;8;1;119;2;120;Valle;JAROSA
VALLE DE LA TORRE A CASA QUERADA;906278;CAMINO;DEL; VALLE DE LA TORRE A CASA QUERADA;VALLE DE LA TORRE A CASA QUERADA;8;;;;;Valle;TORRE CASA QUERADA
VALLE DE LA TORRE A CASA QUERADA;906278;CAMINO;DEL; VALLE DE LA TORRE A CASA QUERADA;VALLE DE LA TORRE A CASA QUERADA;8;;;;;Valle;TORRE CASA QUERADA
VALLE DE LACIANA;767800;CALLE;DEL; VALLE DE LACIANA;VALLE DE LACIANA;8;1;75;2;82;Valle;LACIANA
VALLE DE LOS INOCENTES;905452;CAMINO;DEL; VALLE DE LOS INOCENTES;VALLE DE LOS INOCENTES;8;;;;;Valle;INOCENTES
VALLE DE LOS LECHEROS;905658;CAMINO;DEL; VALLE DE LOS LECHEROS;VALLE DE LOS LECHEROS;8;;;;;Valle;LECHEROS
VALLE DE MENA;889;CALLE;DEL; VALLE DE MENA;VALLE DE MENA;8;;;2;26;Valle;MENA
VALLE DE MENA;889;CALLE;DEL; VALLE DE MENA;VALLE DE MENA;9;3;35;;;Valle;MENA
VALLE DE ORDESA;886;CALLE;DEL; VALLE DE ORDESA;VALLE DE ORDESA;9;;;;;Valle;ORDESA
VALLE DE ORDESA;886;CALLE;DEL; VALLE DE ORDESA;VALLE DE ORDESA;9;;;;;Valle;ORDESA
VALLE DE ORO;767900;CALLE;DE; VALLE DE ORO;VALLE DE ORO;11;1;51;2;50;Valle;ORO
VALLE DE ORO;768000;GLORIETA;DE; VALLE DE ORO;VALLE DE ORO;11;1;13;2;12;Valle;ORO
VALLE DE ORO;768100;PASAJE;DE; VALLE DE ORO;VALLE DE ORO;11;1;1;2;2;Valle;ORO
VALLE DE ORO;768200;PLAZA;DE; VALLE DE ORO;VALLE DE ORO;11;1;7;2;12;Valle;ORO
VALLE DE PAS;1866;CALLE;DEL; VALLE DE PAS;VALLE DE PAS;9;1;45;2;34;Valle;PAS
VALLE DE PINARES LLANOS;1395;CALLE;DEL; VALLE DE PINARES LLANOS;VALLE DE PINARES LLANOS;8;1;27;4;86;Valle;PINARES LLANOS
VALLE DE PINARES LLANOS;1395;CALLE;DEL; VALLE DE PINARES LLANOS;VALLE DE PINARES LLANOS;8;1;27;4;86;Valle;PINARES LLANOS
VALLE DE PINETA;885;CALLE;DEL; VALLE DE PINETA;VALLE DE PINETA;9;;;;;Valle;PINETA
VALLE DE PINETA;885;CALLE;DEL; VALLE DE PINETA;VALLE DE PINETA;9;;;;;Valle;PINETA
VALLE DE TENA;887;CALLE;DEL; VALLE DE TENA;VALLE DE TENA;9;;;;;Valle;TENA
VALLE DE TOBALINA;2336;CALLE;DE; VALLE DE TOBALINA;VALLE DE TOBALINA;17;1;21;2;64;Valle;TOBALINA
VALLE DE TORANZO;768250;CALLE;DEL; VALLE DE TORANZO;VALLE DE TORANZO;9;1;5;8;8;Valle;TORANZO
VALLE DEL AGUILA;905564;CAMINO;DEL; VALLE DEL AGUILA;VALLE DEL ÁGUILA;8;;;;;Valle;AGUILA
VALLE DEL BAZTAN;883;CALLE;DEL; VALLE DEL BAZTAN;VALLE DEL BAZTÁN;9;1;41;2;14;Valle;BAZTAN
VALLE DEL MAGO;905645;CAMINO;DEL; VALLE DEL MAGO;VALLE DEL MAGO;8;;;;;Valle;MAGO
VALLE DEL SILENCIO;891;CALLE;DEL; VALLE DEL SILENCIO;VALLE DEL SILENCIO;9;1;33;2;38;Valle;SILENCIO
VALLE GRANDE;905454;CAMINO;DEL; VALLE GRANDE;VALLE GRANDE;8;;;;;Valle;GRANDE
VALLE GUERRA;768700;CALLE;DE; VALLE GUERRA;VALLE GUERRA;15;1;11;2;20;Valle;GUERRA
VALLE INCLAN;767700;CALLE;DE; VALLE INCLAN;VALLE INCLÁN;10;1;103;2;86;Valle;INCLAN
VALLE PUENTES;1982;CAMINO;DE; VALLE PUENTES;VALLE PUENTES;9;;;;;Valle;PUENTES
VALLE PUENTES;1982;CAMINO;DE; VALLE PUENTES;VALLE PUENTES;9;;;;;Valle;PUENTES
VALLE TOCON;905614;CAMINO;DEL; VALLE TOCON;VALLE TOCÓN;8;;;;;Valle;TOCON
VALLECAS A MEJORADA DEL CAMPO;905286;CAMINO;DE; VALLECAS A MEJORADA DEL CAMPO;VALLECAS A MEJORADA DEL CAMPO;19;1;3;;;Valle;VALLECAS MEJORADA CAMPO
VALLECAS A PERALES DEL RIO;905679;CAMINO;DE; VALLECAS A PERALES DEL RIO;VALLECAS A PERALES DEL RÍO;18;45;45;44;50;Valle;VALLECAS PERALES RIO
VALLEHERMOSO;768800;CALLE;DE; VALLEHERMOSO;VALLEHERMOSO;7;1;99;2;116;Valle;VALLEHERMOSO
VALLEHERMOSO;768800;CALLE;DE; VALLEHERMOSO;VALLEHERMOSO;7;1;99;2;116;Valle;VALLEHERMOSO
VALLEHERMOSO;768900;GALERÍA;; VALLEHERMOSO;VALLEHERMOSO;7;1;7;2;10;Valle;VALLEHERMOSO
VALLICIERGO;769000;CALLE;DE; VALLICIERGO;VALLICIERGO;1;1;5;2;6;;VALLICIERGO
VALLS FERRERA;769100;CALLE;DE; VALLS FERRERA;VALLS FERRERA;9;5;7;4;6;;VALLS FERRERA
VALLTER;848;CALLE;DE; VALLTER;VALLTER;9;1;3;2;10;;VALLTER
VALMAYOR;769200;CALLE;DE; VALMAYOR;VALMAYOR;11;1;1;;;;VALMAYOR
VALMOJADO;769300;CALLE;DE; VALMOJADO;VALMOJADO;10;37;295;2;14;;VALMOJADO
VALONIA;2627;CALLE;DE; VALONIA;VALONIA;14;;;2;2;;VALONIA
VALORES;769400;CALLE;DE; VALORES;VALORES;3;1;1;2;4;;VALORES
VALPALOMERO;905455;CAMINO;DE; VALPALOMERO;VALPALOMERO;8;;;;;;VALPALOMERO
VALPARAISO;769450;PLAZA;DE; VALPARAISO;VALPARAÍSO;5;1;11;2;12;;VALPARAISO
VALSAIN;769500;PLAZA;DE; VALSAIN;VALSAÍN;15;1;5;2;4;;VALSAIN
VALTOMELLOSO A BALOTE;2381;CAMINO;DE; VALTOMELLOSO A BALOTE;VALTOMELLOSO A BALOTE;8;;;;;;VALTOMELLOSO BALOTE
VALTRAVIESO;1867;CALLE;DE; VALTRAVIESO;VALTRAVIESO;9;;;8;34;;VALTRAVIESO
VALVANERA;769600;PLAZA;DE; VALVANERA;VALVANERA;15;1;5;6;6;;VALVANERA
VALVANUZ;2598;CALLE;DE; VALVANUZ;VALVANUZ;16;;;;;;VALVANUZ
VALVERDE;769700;CALLE;DE; VALVERDE;VALVERDE;1;1;49;2;48;;VALVERDE
VALVERDE;769800;CAMINO;DE; VALVERDE;VALVERDE;8;167;187;66;100;;VALVERDE
VALVERDE;769800;CAMINO;DE; VALVERDE;VALVERDE;11;;;;;;VALVERDE
VALVERDE DE ALCALA;769900;PASAJE;DE; VALVERDE DE ALCALA;VALVERDE DE ALCALÁ;5;1;7;2;4;;VALVERDE ALCALA
VALVERDE DE LA VIRGEN;31000379;CALLE;DE; VALVERDE DE LA VIRGEN;VALVERDE DE LA VIRGEN;16;1;21;2;12;;VALVERDE VIRGEN
VALVIEJO;905607;CAMINO;DE; VALVIEJO;VALVIEJO;8;;;;;;VALVIEJO
VANDERGOTEN;770100;CALLE;DE; VANDERGOTEN;VANDERGOTEN;3;1;5;2;10;;VANDERGOTEN
VAQUERIAS;770200;CALLE;DE LAS; VAQUERIAS;VAQUERÍAS;3;1;7;2;10;;VAQUERIAS
VARA DE REY;770300;CALLE;DE; VARA DE REY;VARA DE REY;2;1;11;2;20;;VARA REY
VARA DE REY;770300;CALLE;DE; VARA DE REY;VARA DE REY;2;1;11;2;20;;VARA REY
VARGAS;770500;CALLE;DE; VARGAS;VARGAS;7;1;11;2;14;;VARGAS
VARGAS HEREDIA;914;CALLE;DE; VARGAS HEREDIA;VARGAS HEREDIA;17;1;7;2;8;;VARGAS HEREDIA
VARSOVIA;1812;CALLE;DE; VARSOVIA;VARSOVIA;9;1;1;;;Via;VARSOVIA
VASARES;2642;CAMINO;DE; VASARES;VASARES;18;5;13;2;16;;VASARES
VASARES;2642;CAMINO;DE; VASARES;VASARES;18;5;13;2;16;;VASARES
VASARES;2642;CAMINO;DE; VASARES;VASARES;19;;;;;;VASARES
VASCONGADAS;770700;AVENIDA;DE LAS; VASCONGADAS;VASCONGADAS;9;1;9;2;10;;VASCONGADAS
VASCOS;770800;CALLE;DE LOS; VASCOS;VASCOS;9;1;31;2;28;;VASCOS
VAZQUEZ DE MELLA;770900;CALLE;DE; VAZQUEZ DE MELLA;VÁZQUEZ DE MELLA;15;1;43;2;24;;VAZQUEZ MELLA
VAZQUEZ DE MELLA;771100;TRAVESÍA;DE; VAZQUEZ DE MELLA;VÁZQUEZ DE MELLA;15;1;9;2;8;;VAZQUEZ MELLA
VECINOS DEL POZO;443850;CALLE;DE LOS; VECINOS DEL POZO;VECINOS DEL POZO;13;3;9;12;20;;VECINOS POZO
VEDIA;771200;CALLE;DE; VEDIA;VEDIA;4;1;7;2;6;;VEDIA
VEDRA;771300;CALLE;DE; VEDRA;VEDRA;13;3;37;4;36;;VEDRA
VEGA;771500;CUESTA;DE LA; VEGA;VEGA;1;1;3;;;;VEGA
VEGA DE PAS;771600;CALLE;DE; VEGA DE PAS;VEGA DE PAS;13;;;;;;VEGA PAS
VEGAFRIA;771675;CALLE;DE; VEGAFRIA;VEGAFRÍA;8;1;7;2;6;;VEGAFRIA
VEGETALES;771700;CALLE;DE LOS; VEGETALES;VEGETALES;20;;;2;4;;VEGETALES
VEINTE MERCAMADRID;2192;CALLE;; VEINTE MERCAMADRID;VEINTE MERCAMADRID;18;1;1;;;;VEINTE MERCAMADRID
VEINTICINCO DE SEPTIEMBRE;772100;AVENIDA;DEL; VEINTICINCO DE SEPTIEMBRE;VEINTICINCO DE SEPTIEMBRE;20;1;7;2;16;;VEINTICINCO SEPTIEMBRE
VEINTICINCO MERCAMADRID;2188;CALLE;; VEINTICINCO MERCAMADRID;VEINTICINCO MERCAMADRID;18;1;3;2;4;;VEINTICINCO MERCAMADRID
VEINTICUATRO MERCAMADRID;2181;CALLE;; VEINTICUATRO MERCAMADRID;VEINTICUATRO MERCAMADRID;18;1;1;2;2;;VEINTICUATRO MERCAMADRID
VEINTIDOS DE ABRIL;31000381;CALLE;DEL; VEINTIDOS DE ABRIL;VEINTIDÓS DE ABRIL;21;;;;;;VEINTIDOS ABRIL
VEINTIDOS MERCAMADRID;2205;CALLE;; VEINTIDOS MERCAMADRID;VEINTIDÓS MERCAMADRID;18;1;1;;;;VEINTIDOS MERCAMADRID
VEINTINUEVE MERCAMADRID;2191;CALLE;; VEINTINUEVE MERCAMADRID;VEINTINUEVE MERCAMADRID;18;3;3;2;4;;VEINTINUEVE MERCAMADRID
VEINTISEIS MERCAMADRID;2185;CALLE;; VEINTISEIS MERCAMADRID;VEINTISÉIS MERCAMADRID;18;;;;;;VEINTISEIS MERCAMADRID
VEINTISIETE MERCAMADRID;2189;CALLE;; VEINTISIETE MERCAMADRID;VEINTISIETE MERCAMADRID;18;1;1;2;2;;VEINTISIETE MERCAMADRID
VEINTITRES MERCAMADRID;2204;CALLE;; VEINTITRES MERCAMADRID;VEINTITRÉS MERCAMADRID;18;1;1;;;;VEINTITRES MERCAMADRID
VEINTIUNO MERCAMADRID;31004040;CALLE;; VEINTIUNO MERCAMADRID;VEINTIUNO MERCAMADRID;18;1;1;2;2;;VEINTIUNO MERCAMADRID
VELACHO ALTO;735702;CALLE;DEL; VELACHO ALTO;VELACHO ALTO;16;1;3;2;20;;VELACHO ALTO
VELACHO BAJO;735701;CALLE;DEL; VELACHO BAJO;VELACHO BAJO;16;1;3;2;12;;VELACHO BAJO
VELADA;905415;CAMINO;DE LA; VELADA;VELADA;8;;;;;;VELADA
VELARDE;772700;CALLE;DE; VELARDE;VELARDE;1;1;17;2;24;;VELARDE
VELAYOS;772900;CALLE;DE; VELAYOS;VELAYOS;9;;;2;32;;VELAYOS
VELAZQUEZ;773000;CALLE;DE; VELAZQUEZ;VELÁZQUEZ;4;1;123;2;128;;VELAZQUEZ
VELAZQUEZ;773000;CALLE;DE; VELAZQUEZ;VELÁZQUEZ;4;1;123;2;128;;VELAZQUEZ
VELAZQUEZ;773000;CALLE;DE; VELAZQUEZ;VELÁZQUEZ;5;125;157;130;166;;VELAZQUEZ
VELERO;1795;CALLE;DEL; VELERO;VELERO;21;1;19;2;22;;VELERO
VELETA;1870;CALLE;DE LA; VELETA;VELETA;9;1;19;2;50;;VELETA
VELEZ BLANCO;773200;CALLE;DE; VELEZ BLANCO;VÉLEZ BLANCO;16;1;45;2;158;;VELEZ BLANCO
VELEZ MALAGA;773250;CALLE;DE; VELEZ MALAGA;VÉLEZ MÁLAGA;13;1;27;2;30;;VELEZ MALAGA
VELEZ RUBIO;773300;CALLE;DE; VELEZ RUBIO;VÉLEZ RUBIO;16;1;195;4;26;;VELEZ RUBIO
VELILLA;773400;CALLE;DE; VELILLA;VELILLA;19;1;13;2;16;;VELILLA
VELLOSILLA;977;GLORIETA;DE LA; VELLOSILLA;VELLOSILLA;10;1;1;;;;VELLOSILLA
VENANCIO MARTIN;773600;CALLE;DE; VENANCIO MARTIN;VENANCIO MARTÍN;13;1;45;2;50;;VENANCIO MARTIN
VENCEJO;773700;CALLE;DEL; VENCEJO;VENCEJO;11;1;9;2;4;;VENCEJO
VENDIMIADOR;773760;PLAZA;DEL; VENDIMIADOR;VENDIMIADOR;11;;;2;4;;VENDIMIADOR
VENECIA;773900;PLAZA;DE; VENECIA;VENECIA;4;1;1;2;2;;VENECIA
VENERAS;774000;CALLE;DE LAS; VENERAS;VENERAS;1;1;9;2;6;;VENERAS
VENEZUELA;905011;PASEO;DE; VENEZUELA;VENEZUELA;3;1;5;2;4;;VENEZUELA
VENTA;905191;PASEO;DE LA; VENTA;VENTA;9;1;3;2;4;;VENTA
VENTA DE LA HIGUERA;774300;CALLE;DE LA; VENTA DE LA HIGUERA;VENTA DE LA HIGUERA;13;5;7;6;6;;VENTA HIGUERA
VENTA DE LA RUBIA;906124;CARRETERA;DE LA; VENTA DE LA RUBIA;VENTA DE LA RUBIA;10;;;10;10;;VENTA RUBIA
VENTA DEL PAJARO;774400;CAMINO;DE LA; VENTA DEL PAJARO;VENTA DEL PÁJARO;13;1;33;2;10;;VENTA PAJARO
VENTA VIEJA;774500;CALLE;DE LA; VENTA VIEJA;VENTA VIEJA;9;1;7;2;8;;VENTA VIEJA
VENTAS;1932;CALLE;DE LAS; VENTAS;VENTAS;15;1;11;2;8;;VENTAS
VENTISQUERO DE LA CONDESA;1394;AVENIDA;DEL; VENTISQUERO DE LA CONDESA;VENTISQUERO DE LA CONDESA;8;7;45;2;50;;VENTISQUERO CONDESA
