nombreOriginal;COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX
LAS NAVAS;531000;CALLE;DE; LAS NAVAS;LAS NAVAS;6;1;13;2;12
LAS NAVAS DE BUITRAGO;31001284;CALLE;DE; LAS NAVAS DE BUITRAGO;LAS NAVAS DE BUITRAGO;17;13;13;24;52
LAS PEDROÑERAS;575650;CALLE;DE; LAS PEDROÑERAS;LAS PEDROÑERAS;16;1;41;2;50
LAS PIEDRAS;31000563;CALLE;DE; LAS PIEDRAS;LAS PIEDRAS;19;11;11;;
LAS SANTERAS;31000676;CALLE;DE; LAS SANTERAS;LAS SANTERAS;19;1;55;24;40
LAS SUERTES;31000503;AVENIDA;DE; LAS SUERTES;LAS SUERTES;18;13;109;12;110
LAS SUERTES;905726;RONDA;DE; LAS SUERTES;LAS SUERTES;18;;;;
LASARTE;431500;CALLE;DE; LASARTE;LASARTE;9;1;19;2;22
LATONEROS;431600;CALLE;DE LOS; LATONEROS;LATONEROS;1;1;5;2;12
LAUD;749;CALLE;DEL; LAUD;LAÚD;15;1;1;2;6
LAUREANO LEONOR;431700;CALLE;DE; LAUREANO LEONOR;LAUREANO LEONOR;11;1;7;2;6
LAUREL;431800;CALLE;DEL; LAUREL;LAUREL;2;1;39;2;18
LAURIN;431900;CALLE;DE; LAURIN;LAURÍN;16;37;65;34;68
LAVADERO;432100;CAMINO;DEL; LAVADERO;LAVADERO;9;17;19;2;16
LAVADERO VIEJO;31000373;CALLE;DEL; LAVADERO VIEJO;LAVADERO VIEJO;19;1;1;2;2
LAVANDA;760190;CALLE;DE LA; LAVANDA;LAVANDA;16;1;67;2;64
LAVANDERAS;31000374;CALLE;DE LAS; LAVANDERAS;LAVANDERAS;19;1;1;2;10
LAVAPIES;432200;CALLE;DE; LAVAPIES;LAVAPIÉS;1;1;55;2;56
LAVAPIES;432300;PLAZA;DE; LAVAPIES;LAVAPIÉS;1;1;9;2;10
LAVIANA;432400;CALLE;DE; LAVIANA;LAVIANA;20;1;9;2;16
LAVOISIER;31000288;CALLE;DE; LAVOISIER;LAVOISIER;8;1;1;2;4
LAZAGA;432500;CALLE;DE; LAZAGA;LAZAGA;6;1;27;2;24
LAZAGA;432500;CALLE;DE; LAZAGA;LAZAGA;6;1;27;2;24
LAZCANO;432550;CALLE;DE; LAZCANO;LAZCANO;17;1;11;2;10
LAZO;432600;CALLE;DEL; LAZO;LAZO;1;1;5;2;6
LEALTAD;432700;PLAZA;DE LA; LEALTAD;LEALTAD;1;;;6;6
LEALTAD;432700;PLAZA;DE LA; LEALTAD;LEALTAD;3;1;5;2;4
LEANDRO SILVA;31001755;CALLE;DE; LEANDRO SILVA;LEANDRO SILVA;16;9;29;10;34
LEBRELES;432900;CALLE;DE LOS; LEBRELES;LEBRELES;11;1;13;2;18
LEBRILLO;432901;CALLE;DEL; LEBRILLO;LEBRILLO;9;1;15;2;4
LECHUGA;433000;CALLE;DE LA; LECHUGA;LECHUGA;1;1;5;2;6
LECUMBERRI;433100;CALLE;DE; LECUMBERRI;LECUMBERRI;12;1;55;2;52
LEDESMA;433200;CALLE;DE; LEDESMA;LEDESMA;15;3;33;10;50
LEGANES;433300;CALLE;DE; LEGANES;LEGANÉS;2;1;7;2;20
LEGANES;433400;CAMINO;DE; LEGANES;LEGANÉS;17;1;53;2;38
LEGANES;433700;TRAVESÍA;DE; LEGANES;LEGANÉS;17;1;13;;
LEGANITOS;433800;CALLE;DE; LEGANITOS;LEGANITOS;1;1;47;2;32
LEGAZPI;434000;PLAZA;DE; LEGAZPI;LEGAZPI;2;1;9;2;8
LEGAZPI;434000;PLAZA;DE; LEGAZPI;LEGAZPI;2;1;9;2;8
LEGAZPI;434000;PLAZA;DE; LEGAZPI;LEGAZPI;2;1;9;2;8
LEGAZPI MERCAMADRID;2175;AVENIDA;DE; LEGAZPI MERCAMADRID;LEGAZPI MERCAMADRID;18;1;13;2;14
LEGIONARIO POETA QUEIXA;434100;CALLE;DEL; LEGIONARIO POETA QUEIXA;LEGIONARIO POETA QUEIXA;11;1;15;2;10
LEIBNIZ;31000291;CALLE;DE; LEIBNIZ;LEIBNIZ;8;1;1;2;2
LEIRA;434200;CALLE;DE; LEIRA;LEIRA;16;1;45;2;46
LEIRE;31000272;PLAZA;DE; LEIRE;LEIRE;12;;;;
LEIRIA;434300;CALLE;DE; LEIRIA;LEIRIA;11;;;2;14
LEITARIEGOS;31000462;CALLE;DE; LEITARIEGOS;LEITARIEGOS;9;1;15;;
LEIZA;434500;CALLE;DE; LEIZA;LEIZA;12;1;149;2;142
LEIZARAN;434600;CALLE;DEL; LEIZARAN;LEIZARÁN;5;1;33;2;26
LELE DEL POZO;434650;CALLE;DE; LELE DEL POZO;LELE DEL POZO;13;3;37;2;38
LENCEROS;434800;CALLE;DE LOS; LENCEROS;LENCEROS;20;1;17;2;16
LENGUAS;434900;CALLE;DE LAS; LENGUAS;LENGUAS;17;1;29;2;24
LEÑA;905668;CAMINO;DE LA; LEÑA;LEÑA;18;3;21;2;66
LEÑEROS;434998;CALLE;DE LOS; LEÑEROS;LEÑEROS;6;1;41;2;62
LEÑEROS;435000;CAMINO;DE LOS; LEÑEROS;LEÑEROS;19;;;;
LEÑEROS;435000;CAMINO;DE LOS; LEÑEROS;LEÑEROS;20;;;;
LEO;435100;CALLE;DE; LEO;LEO;3;3;9;2;2
LEON;435300;CALLE;DEL; LEON;LEÓN;1;1;39;2;32
LEON BONNAT;435400;CALLE;DE; LEON BONNAT;LEÓN BONNAT;4;1;13;2;14
LEON FELIPE;435410;CALLE;DE; LEON FELIPE;LEÓN FELIPE;13;1;3;2;20
LEON GIL DE PALACIO;435425;CALLE;DE; LEON GIL DE PALACIO;LEÓN GIL DE PALACIO;3;1;5;2;2
LEON PINELO;435500;CALLE;DE; LEON PINELO;LEÓN PINELO;10;1;3;;
LEON V DE ARMENIA;435650;CALLE;DE; LEON V DE ARMENIA;LEÓN V DE ARMENIA;10;1;21;2;18
LEONARDO PRIETO CASTRO;31000213;CALLE;DE; LEONARDO PRIETO CASTRO;LEONARDO PRIETO CASTRO;9;1;1;2;8
LEONCIO BAUTISTA;435700;CALLE;DE; LEONCIO BAUTISTA;LEONCIO BAUTISTA;11;1;11;2;16
LEONESES;435750;CALLE;DE LOS; LEONESES;LEONESES;13;15;23;4;6
LEONOR DE AUSTRIA;31000086;CALLE;DE; LEONOR DE AUSTRIA;LEONOR DE AUSTRIA;16;19;19;2;2
LEONOR DE LA VEGA;435751;CALLE;DE; LEONOR DE LA VEGA;LEONOR DE LA VEGA;2;1;11;2;10
LEONOR GONGORA;435800;CALLE;DE; LEONOR GONGORA;LEONOR GÓNGORA;17;3;45;2;66
LEONOR GONZALEZ;435900;CALLE;DE; LEONOR GONZALEZ;LEONOR GONZÁLEZ;13;1;53;2;40
LEONOR LOPEZ DE CORDOBA;31000595;CALLE;DE; LEONOR LOPEZ DE CORDOBA;LEONOR LÓPEZ DE CÓRDOBA;8;1;1;2;2
LEOPOLDO ALAS CLARIN;436050;CALLE;DE; LEOPOLDO ALAS CLARIN;LEOPOLDO ALAS CLARÍN;8;1;55;2;10
LEOPOLDO CALVO SOTELO;31001366;CALLE;DE; LEOPOLDO CALVO SOTELO;LEOPOLDO CALVO SOTELO;18;;;;
LEOPOLDO CALVO SOTELO;31001366;CALLE;DE; LEOPOLDO CALVO SOTELO;LEOPOLDO CALVO SOTELO;19;;;;
LEOPOLDO TORRES BALBAS;31003583;GLORIETA;DE; LEOPOLDO TORRES BALBAS;LEOPOLDO TORRES BALBÁS;21;;;;
LEOVIGILDO;436100;CALLE;DE; LEOVIGILDO;LEOVIGILDO;11;1;43;2;40
LEPANTO;436200;CALLE;DE; LEPANTO;LEPANTO;1;;;2;6
LEQUEITIO;436300;CALLE;DE; LEQUEITIO;LEQUEITIO;9;1;11;2;8
LEREZ;436400;CALLE;DEL; LEREZ;LÉREZ;5;1;9;2;4
LERIDA;436500;CALLE;DE; LERIDA;LÉRIDA;6;1;103;4;98
LERIDA;436500;CALLE;DE; LERIDA;LÉRIDA;6;1;103;4;98
LESACA;436800;CALLE;DE; LESACA;LESACA;12;1;179;2;50
LESYA UKRAINKA;31005179;PLAZUELA;DE; LESYA UKRAINKA;LESYA UKRAINKA;16;;;;
LETRAS;31001838;PLAZA;DE LAS; LETRAS;LETRAS;1;1;5;;
LETRILLAS;436900;CALLE;DE LAS; LETRILLAS;LETRILLAS;20;1;11;;
LEVANTE;437100;AVENIDA;DEL; LEVANTE;LEVANTE;5;1;51;;
LEVANTE;437000;CALLE;DEL; LEVANTE;LEVANTE;5;1;29;2;40
LEZAMA;437225;CALLE;DE; LEZAMA;LEZAMA;8;1;27;2;24
LEZO;437250;CALLE;DE; LEZO;LEZO;17;1;9;2;12
LIBERACION;437300;CALLE;DE LA; LIBERACION;LIBERACIÓN;16;1;47;2;16
LIBERTAD;437400;CALLE;DE LA; LIBERTAD;LIBERTAD;1;1;39;2;34
LIBRA;437450;CALLE;DE; LIBRA;LIBRA;9;1;51;2;20
LIBREROS;437500;CALLE;DE LOS; LIBREROS;LIBREROS;1;1;9;2;18
LICENCIADO VIDRIERA;437600;CALLE;DEL; LICENCIADO VIDRIERA;LICENCIADO VIDRIERA;13;1;21;4;20
LICEO;437650;CALLE;DEL; LICEO;LICEO;16;3;3;2;4
LICEO;437655;PLAZA;DEL; LICEO;LICEO;16;1;9;6;8
LICEO;437655;PLAZA;DEL; LICEO;LICEO;16;1;9;6;8
LIDO;437800;CALLE;DEL; LIDO;LIDO;16;5;27;6;30
LIEBRE;437900;CALLE;DE LA; LIEBRE;LIEBRE;16;1;45;2;42
LIGNITO;438000;CALLE;DEL; LIGNITO;LIGNITO;17;1;1;4;4
LIGONDE;2819;CALLE;DE; LIGONDE;LIGONDE;8;1;19;2;4
LIGULA;438100;CALLE;DE LA; LIGULA;LÍGULA;5;;;2;34
LILAS;438200;CALLE;DE LAS; LILAS;LILAS;5;1;13;2;14
LILI ALVAREZ;31000581;CALLE;DE; LILI ALVAREZ;LILÍ ÁLVAREZ;8;;;;
LILI ALVAREZ;31000581;CALLE;DE; LILI ALVAREZ;LILÍ ÁLVAREZ;8;;;;
LILI ALVAREZ;31000581;CALLE;DE; LILI ALVAREZ;LILÍ ÁLVAREZ;8;;;;
LILLO;438250;CALLE;DE; LILLO;LILLO;17;1;7;2;50
LIMA;438300;PLAZA;DE; LIMA;LIMA;5;;;;
LIMA;438300;PLAZA;DE; LIMA;LIMA;5;;;;
LIMA;438300;PLAZA;DE; LIMA;LIMA;6;;;;
LIMON;438400;CALLE;DEL; LIMON;LIMÓN;1;1;29;2;34
LIMONERO;438500;CALLE;DEL; LIMONERO;LIMONERO;6;7;49;12;42
LIMONITA;2883;CALLE;DE LA; LIMONITA;LIMONITA;17;1;11;2;16
LINARES;438600;CALLE;DE; LINARES;LINARES;11;1;31;4;22
LINCE;438700;PASAJE;DEL; LINCE;LINCE;3;;;2;8
LINNEO;438900;CALLE;DE; LINNEO;LINNEO;2;1;39;2;40
LINO;439000;CALLE;DEL; LINO;LINO;6;1;17;2;22
LIRA;439100;CALLE;DE LA; LIRA;LIRA;3;1;23;2;16
LIRIOS;439300;CALLE;DE LOS; LIRIOS;LIRIOS;5;1;15;2;16
LISBOA;439400;CALLE;DE; LISBOA;LISBOA;9;1;3;2;10
LITAGO;439500;CALLE;DE; LITAGO;LITAGO;17;1;1;2;2
LITIO;31001893;CALLE;DEL; LITIO;LITIO;2;1;3;2;2
LITOS;439650;CALLE;DE; LITOS;LITOS;17;1;23;4;16
LITUANIA;948;CALLE;DE; LITUANIA;LITUANIA;14;1;7;2;8
LIVERPOOL;2438;CALLE;DE; LIVERPOOL;LIVERPOOL;20;1;9;;
LLANES;450300;CALLE;DE; LLANES;LLANES;20;3;17;2;18
LLANO CASTELLANO;450350;AVENIDA;DEL; LLANO CASTELLANO;LLANO CASTELLANO;8;1;51;2;32
LLANO CASTELLANO;450350;AVENIDA;DEL; LLANO CASTELLANO;LLANO CASTELLANO;8;1;51;2;32
LLANOS DE ESCUDERO;450500;CALLE;DE LOS; LLANOS DE ESCUDERO;LLANOS DE ESCUDERO;15;1;71;2;52
LLANSA;450600;CALLE;DE; LLANSA;LLANSA;13;1;11;;
LLODIO;450675;CALLE;DE; LLODIO;LLODIO;8;1;7;2;6
LOBEROS;905573;CAMINO;DE LOS; LOBEROS;LOBEROS;8;;;;
LODOSA;439700;CALLE;DE; LODOSA;LODOSA;12;1;7;2;36
LOECHES;439800;CALLE;DE; LOECHES;LOECHES;9;1;7;2;8
LOGROÑO;439900;AVENIDA;DE; LOGROÑO;LOGROÑO;8;;;;
LOGROÑO;439900;AVENIDA;DE; LOGROÑO;LOGROÑO;16;7;45;2;30
LOGROÑO;439900;AVENIDA;DE; LOGROÑO;LOGROÑO;21;177;395;32;224
LOGROÑO;439900;AVENIDA;DE; LOGROÑO;LOGROÑO;21;177;395;32;224
LOGROÑO;439900;AVENIDA;DE; LOGROÑO;LOGROÑO;21;177;395;32;224
LOGROÑO;439900;AVENIDA;DE; LOGROÑO;LOGROÑO;21;177;395;32;224
LOGROÑO;439900;AVENIDA;DE; LOGROÑO;LOGROÑO;21;177;395;32;224
LOGROSAN;440000;CALLE;DE; LOGROSAN;LOGROSÁN;10;;;2;26
LOJA;440100;CALLE;DE; LOJA;LOJA;12;1;11;2;12
LOLA FLORES;31000600;CALLE;DE; LOLA FLORES;LOLA FLORES;20;1;33;2;36
LOLA MEMBRIVES;440150;CALLE;DE; LOLA MEMBRIVES;LOLA MEMBRIVES;11;1;13;2;12
LOMA;440200;CALLE;DE LA; LOMA;LOMA;7;1;11;2;8
LOMA DE LOS BAILANDEROS;764;CALLE;DE LA; LOMA DE LOS BAILANDEROS;LOMA DE LOS BAILANDEROS;9;1;5;2;12
LOMAS DE HORCAJO;440500;CALLE;DE LAS; LOMAS DE HORCAJO;LOMAS DE HORCAJO;13;1;7;2;4
LOMBIA;440600;CALLE;DE; LOMBIA;LOMBÍA;4;1;11;2;18
LONDRES;440700;CALLE;DE; LONDRES;LONDRES;4;1;67;2;60
LONGARES;440750;CALLE;DE; LONGARES;LONGARES;20;1;55;2;52
LONGARES;440760;TRAVESÍA;DE; LONGARES;LONGARES;20;;;2;18
LONJA DE LA SEDA;31000171;CALLE;DE LA; LONJA DE LA SEDA;LONJA DE LA SEDA;11;17;43;4;32
LOPE DE HARO;440770;CALLE;DE; LOPE DE HARO;LOPE DE HARO;6;1;25;2;38
LOPE DE RUEDA;440900;CALLE;DE; LOPE DE RUEDA;LOPE DE RUEDA;3;23;59;24;64
LOPE DE RUEDA;440900;CALLE;DE; LOPE DE RUEDA;LOPE DE RUEDA;4;1;21;2;22
LOPE DE VEGA;441000;CALLE;DE; LOPE DE VEGA;LOPE DE VEGA;1;1;51;2;40
LOPEZ DE ARANDA;441100;CALLE;DE; LOPEZ DE ARANDA;LÓPEZ DE ARANDA;15;1;15;2;18
LOPEZ DE ARANDA;441100;CALLE;DE; LOPEZ DE ARANDA;LÓPEZ DE ARANDA;15;1;15;2;18
LOPEZ DE ARANDA;441100;CALLE;DE; LOPEZ DE ARANDA;LÓPEZ DE ARANDA;20;17;37;22;54
LOPEZ DE ARANDA;1425;TRAVESÍA;DE; LOPEZ DE ARANDA;LÓPEZ DE ARANDA;20;1;7;2;6
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;4;1;17;2;20
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5;21;171;22;220
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5;21;171;22;220
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5;21;171;22;220
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5;21;171;22;220
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;15;245;317;284;384
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;16;323;409;386;504
LOPEZ DE HOYOS;441300;CALLE;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;16;323;409;386;504
LOPEZ DE HOYOS;441310;GLORIETA;DE; LOPEZ DE HOYOS;LÓPEZ DE HOYOS;5;1;9;2;10
LOPEZ DE LA PLATA;1170;PLAZA;DE; LOPEZ DE LA PLATA;LÓPEZ DE LA PLATA;16;1;7;2;8
LOPEZ GRASS;441200;CALLE;DE; LOPEZ GRASS;LÓPEZ GRASS;13;1;35;2;80
LOPEZ MEZQUIA;441400;CALLE;DE; LOPEZ MEZQUIA;LÓPEZ MEZQUÍA;11;1;13;2;6
LOPEZ PUIGCERVER;441500;CALLE;DE; LOPEZ PUIGCERVER;LÓPEZ PUIGCERVER;9;1;21;2;36
LOPEZ RECUERO;441600;CALLE;DE; LOPEZ RECUERO;LÓPEZ RECUERO;13;1;15;2;4
LOPEZ SILVA;441700;CALLE;DE; LOPEZ SILVA;LÓPEZ SILVA;1;1;11;2;10
LORCA;441800;CALLE;DE; LORCA;LORCA;16;1;11;2;12
LORENZA CORREA;442000;CALLE;DE; LORENZA CORREA;LORENZA CORREA;6;1;29;4;24
LORENZANA;442100;CALLE;DE; LORENZANA;LORENZANA;6;1;15;2;16
LORENZO GONZALEZ;442300;CALLE;DE; LORENZO GONZALEZ;LORENZO GONZÁLEZ;15;1;11;2;20
LORENZO SAN NICOLAS;755900;CALLE;DE; LORENZO SAN NICOLAS;LORENZO SAN NICOLÁS;15;1;13;2;14
LORENZO SOLANO TENDERO;442400;CALLE;DE; LORENZO SOLANO TENDERO;LORENZO SOLANO TENDERO;15;1;21;2;8
LORETO Y CHICOTE;442500;CALLE;DE; LORETO Y CHICOTE;LORETO Y CHICOTE;1;1;15;2;12
LORIGA;442600;CALLE;DE; LORIGA;LÓRIGA;5;1;23;2;20
LORIGA;442700;PASAJE;DE; LORIGA;LÓRIGA;5;1;11;2;10
LOS ARFE;69500;CALLE;DE; LOS ARFE;LOS ARFE;15;1;65;2;66
LOS BARROS;95100;CALLE;DE; LOS BARROS;LOS BARROS;13;11;33;2;34
LOS CARMENES;147050;GLORIETA;DE; LOS CARMENES;LOS CÁRMENES;10;1;3;2;2
LOS CARMENES;147050;GLORIETA;DE; LOS CARMENES;LOS CÁRMENES;10;1;3;2;2
LOS CARMENES;147050;GLORIETA;DE; LOS CARMENES;LOS CÁRMENES;10;1;3;2;2
LOS CAVILAS;31000564;CALLE;DE; LOS CAVILAS;LOS CAVILAS;19;3;17;4;30
LOS EMIGRANTES;262550;CALLE;DE; LOS EMIGRANTES;LOS EMIGRANTES;16;1;17;2;24
LOS ENCIERROS;265610;CALLE;DE; LOS ENCIERROS;LOS ENCIERROS;12;1;13;2;10
LOS GALEOTE;321150;CALLE;DE; LOS GALEOTE;LOS GALEOTE;19;1;7;2;8
LOS GUARAMILLOS;348400;CALLE;DE; LOS GUARAMILLOS;LOS GUARAMILLOS;5;1;7;2;16
LOS LLANOS;31000692;CALLE;DE; LOS LLANOS;LOS LLANOS;17;1;9;2;14
LOS MADRAZO;451300;CALLE;DE; LOS MADRAZO;LOS MADRAZO;1;1;29;2;38
LOS MESEJO;504300;CALLE;DE; LOS MESEJO;LOS MESEJO;3;1;31;2;24
LOS MOLINOS;513300;CALLE;DE; LOS MOLINOS;LOS MOLINOS;6;1;19;2;26
LOS NAVALMORALES;530550;CALLE;DE; LOS NAVALMORALES;LOS NAVALMORALES;11;11;21;4;22
LOS NUEVE;541800;TRAVESÍA;DE; LOS NUEVE;LOS NUEVE;6;1;11;2;14
LOS PEÑASCALES;582100;CALLE;DE; LOS PEÑASCALES;LOS PEÑASCALES;4;1;59;2;70
LOS PILARES;593500;CALLE;DE; LOS PILARES;LOS PILARES;21;1;23;2;20
LOS PILARES;2399;PLAZA;DE; LOS PILARES;LOS PILARES;21;1;1;2;2
LOS REALEJOS;632300;CALLE;DE; LOS REALEJOS;LOS REALEJOS;15;1;9;;
LOS RODEOS;643900;CALLE;DE; LOS RODEOS;LOS RODEOS;10;1;13;2;16
LOS ROSALES;678700;AVENIDA;DE; LOS ROSALES;LOS ROSALES;12;1;29;14;36
LOS ROSALES;678700;AVENIDA;DE; LOS ROSALES;LOS ROSALES;12;1;29;14;36
LOS ROSALES;678700;AVENIDA;DE; LOS ROSALES;LOS ROSALES;17;91;409;42;5000
LOS ROSALES;678700;AVENIDA;DE; LOS ROSALES;LOS ROSALES;17;91;409;42;5000
LOS SANTOS DE LA HUMOSA;703250;PLAZA;DE; LOS SANTOS DE LA HUMOSA;LOS SANTOS DE LA HUMOSA;16;;;;
LOS SANTOS INOCENTES;2230;CALLE;DE; LOS SANTOS INOCENTES;LOS SANTOS INOCENTES;13;1;9;2;8
LOS SILOS;722300;CALLE;DE; LOS SILOS;LOS SILOS;15;;;2;8
LOS URQUIZA;761100;CALLE;DE; LOS URQUIZA;LOS URQUIZA;15;1;41;2;52
LOS YEBENES;800700;CALLE;DE; LOS YEBENES;LOS YÉBENES;10;29;257;6;150
LOS YEBENES;800700;CALLE;DE; LOS YEBENES;LOS YÉBENES;10;29;257;6;150
LOTO;443000;CALLE;DEL; LOTO;LOTO;6;1;15;2;14
LOURDES;443100;CALLE;DE; LOURDES;LOURDES;8;;;2;4
LOYOLA;443200;CALLE;DE; LOYOLA;LOYOLA;12;;;;
LOZA;443300;CALLE;DE LA; LOZA;LOZA;20;1;7;4;6
LOZANO;443400;CALLE;DE; LOZANO;LOZANO;13;3;29;2;28
LOZARES;2340;GLORIETA;DE; LOZARES;LOZARES;17;;;;
LOZOYA;443500;CALLE;DEL; LOZOYA;LOZOYA;7;1;1;2;6
LOZOYUELA;443600;CALLE;DE; LOZOYUELA;LOZOYUELA;4;1;15;2;16
LUBIAN;443650;CALLE;DE; LUBIAN;LUBIÁN;17;1;11;2;18
LUCA DE TENA;443700;PLAZA;DE; LUCA DE TENA;LUCA DE TENA;2;1;13;2;12
LUCANO;443800;CALLE;DE; LUCANO;LUCANO;20;1;77;2;60
LUCAS MALLADA;406500;CALLE;DE; LUCAS MALLADA;LUCAS MALLADA;20;1;9;2;16
LUCENA;443900;PLAZA;DE; LUCENA;LUCENA;10;1;5;2;6
LUCERO;444000;CALLE;DEL; LUCERO;LUCERO;10;1;55;2;56
LUCERO;444100;PASAJE;DEL; LUCERO;LUCERO;10;1;3;2;4
LUCES DE BOHEMIA;2218;CALLE;DE; LUCES DE BOHEMIA;LUCES DE BOHEMIA;13;1;3;2;2
LUCHANA;444200;CALLE;DE; LUCHANA;LUCHANA;7;1;41;2;42
LUCIENTE;444400;CALLE;DE; LUCIENTE;LUCIENTE;1;1;15;2;14
LUCIO DEL VALLE;444500;CALLE;DE; LUCIO DEL VALLE;LUCIO DEL VALLE;7;1;21;2;20
LUCRECIA PEREZ MATOS;31004628;GLORIETA;DE; LUCRECIA PEREZ MATOS;LUCRECIA PÉREZ MATOS;9;;;;
LUGO;444700;CALLE;DE; LUGO;LUGO;10;1;7;2;6
LUIS ADARO;444800;CALLE;DE; LUIS ADARO;LUIS ADARO;4;1;5;2;8
LUIS ARAGONES;31003532;AVENIDA;DE; LUIS ARAGONES;LUIS ARAGONÉS;20;;;4;20
LUIS ARAGONES;31003532;AVENIDA;DE; LUIS ARAGONES;LUIS ARAGONÉS;20;;;4;20
LUIS BLANCO SOLER;31003590;GLORIETA;DE; LUIS BLANCO SOLER;LUIS BLANCO SOLER;21;;;;
LUIS BUITRAGO;444900;CALLE;DE; LUIS BUITRAGO;LUIS BUITRAGO;16;5;9;2;16
LUIS BUÑUEL;444950;CALLE;DE; LUIS BUÑUEL;LUIS BUÑUEL;13;7;19;2;24
LUIS CABRERA;445000;CALLE;DE; LUIS CABRERA;LUIS CABRERA;5;1;89;4;96
LUIS CALVO;445100;CALLE;DE; LUIS CALVO;LUIS CALVO;4;1;17;6;6
LUIS CAMOENS;445200;CALLE;DE; LUIS CAMOENS;LUIS CAMOENS;3;1;17;2;2
LUIS CARANDELL;31000456;CALLE;DE; LUIS CARANDELL;LUIS CARANDELL;4;;;;
LUIS CARLOS VAZQUEZ;445400;CALLE;DE; LUIS CARLOS VAZQUEZ;LUIS CARLOS VÁZQUEZ;15;1;15;2;16
LUIS CERNUDA;733;CALLE;DE; LUIS CERNUDA;LUIS CERNUDA;15;1;5;2;30
LUIS CHAMIZO;2505;CALLE;DE; LUIS CHAMIZO;LUIS CHAMIZO;10;7;7;2;6
LUIS CLAUDIO;445600;CALLE;DE; LUIS CLAUDIO;LUIS CLAUDIO;10;;;;
LUIS CLAUDIO;445600;CALLE;DE; LUIS CLAUDIO;LUIS CLAUDIO;11;1;47;2;52
LUIS CUBILLO;31003592;GLORIETA;DE; LUIS CUBILLO;LUIS CUBILLO;16;;;;
LUIS DE GONGORA;446400;CALLE;DE; LUIS DE GONGORA;LUIS DE GÓNGORA;1;1;7;2;6
LUIS DE HOYOS SAINZ;446450;CALLE;DE; LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14;21;49;2;200
LUIS DE HOYOS SAINZ;446450;CALLE;DE; LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14;21;49;2;200
LUIS DE HOYOS SAINZ;446450;CALLE;DE; LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14;21;49;2;200
LUIS DE HOYOS SAINZ;446450;CALLE;DE; LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;14;21;49;2;200
LUIS DE LA FUENTE;446200;CALLE;DE; LUIS DE LA FUENTE;LUIS DE LA FUENTE;18;1;9;2;8
LUIS DE LA MATA;446800;CALLE;DE; LUIS DE LA MATA;LUIS DE LA MATA;16;1;51;2;24
LUIS DE LA TORRE;448300;CALLE;DE; LUIS DE LA TORRE;LUIS DE LA TORRE;12;1;17;2;12
LUIS DE ORO;31000250;CALLE;DEL; LUIS DE ORO;LUIS DE ORO;11;9;23;2;10
LUIS DE SALAZAR;448200;CALLE;DE; LUIS DE SALAZAR;LUIS DE SALAZAR;5;1;11;2;16
LUIS DE ZULUETA;251800;CALLE;DE; LUIS DE ZULUETA;LUIS DE ZULUETA;11;1;3;2;8
LUIS DE ZULUETA;251800;CALLE;DE; LUIS DE ZULUETA;LUIS DE ZULUETA;11;1;3;2;8
LUIS DEL CAMPO;445300;CALLE;DE; LUIS DEL CAMPO;LUIS DEL CAMPO;15;1;3;;
LUIS DIAZ COBEÑA;445700;CALLE;DE; LUIS DIAZ COBEÑA;LUIS DÍAZ COBEÑA;4;1;15;2;22
LUIS DOMINGO;445800;CALLE;DE; LUIS DOMINGO;LUIS DOMINGO;11;1;11;4;14
LUIS ESTEBAN;446000;CALLE;DE; LUIS ESTEBAN;LUIS ESTEBAN;6;1;27;2;6
LUIS FEITO;446100;CALLE;DE; LUIS FEITO;LUIS FEITO;10;3;43;2;26
LUIS GARCIA BERLANGA;31003575;GLORIETA;DE; LUIS GARCIA BERLANGA;LUIS GARCÍA BERLANGA;16;;;;
LUIS GOMEZ;446300;CALLE;DE; LUIS GOMEZ;LUIS GÓMEZ;11;1;15;2;18
LUIS GUTIERREZ SOTO;31000383;CALLE;DE; LUIS GUTIERREZ SOTO;LUIS GUTIÉRREZ SOTO;21;;;;
LUIS I;319000;CALLE;DE; LUIS I;LUIS I;18;1;81;2;96
